Date,CSI300,CSI300_SP_FV_SPMO,CSI300_SP_FV_SPMO_Net,CSI300_TR,CSI300_SP_FV_SPMO_TR,CSI300_SP_FV_SPMO_TR_Net
2010-04-13,350.565375,278.492851,268.676546,362.341375,288.895873,278.710863
2010-04-14,351.804651,282.367590,272.414708,363.622628,292.915352,282.588635
2010-04-15,350.859948,282.075281,272.132702,362.646629,292.612123,282.296097
2010-04-16,346.907494,279.879129,270.013960,358.560913,290.333935,280.098226
2010-04-19,328.312145,266.481054,257.088140,339.341099,276.435379,266.689663
2010-04-20,327.996899,267.539919,258.109683,339.026656,277.533798,267.749357
2010-04-21,334.540568,274.874206,265.185450,345.808619,285.223282,275.167749
2010-04-22,330.908527,274.193074,264.528327,342.054701,284.515169,274.484601
2010-04-23,329.715762,273.149108,263.521158,340.826536,283.440666,273.447979
2010-04-26,327.855297,273.386246,263.749938,338.902104,283.688870,273.687433
2010-04-27,321.282687,269.669233,260.163943,332.107891,279.830711,269.965292
2010-04-28,320.139535,268.749683,259.276804,330.938939,278.875496,269.043754
2010-04-29,316.285271,261.610173,252.388948,326.956335,271.468088,261.897494
2010-04-30,317.040827,259.409472,250.265817,327.777154,269.186128,259.695984
2010-05-04,312.087855,258.803372,249.681081,322.664393,268.554537,259.086660
2010-05-05,313.838760,260.403212,251.224530,324.490817,270.287050,260.758093
2010-05-06,299.417054,248.671395,239.906236,309.705873,258.115094,249.015258
2010-05-07,293.208269,241.926274,233.398866,303.290421,251.109793,242.256929
2010-05-10,295.424289,241.886311,233.360312,305.595655,251.068557,242.217147
2010-05-11,289.490439,237.740657,229.360783,299.456871,246.763830,238.064183
2010-05-12,291.282687,236.469571,228.134500,301.336382,245.500611,236.845499
2010-05-13,298.388630,245.284668,236.638884,308.688017,254.654384,245.676556
2010-05-14,296.436176,244.305357,235.694091,306.700289,253.807952,244.859965
2010-05-17,280.591214,231.133690,222.986699,290.321691,240.132283,231.666431
2010-05-18,286.444444,235.519391,227.217813,296.460475,244.686081,236.059685
2010-05-19,285.495607,236.107494,227.785186,295.491623,245.295641,236.647755
2010-05-20,281.759173,233.109010,224.892392,291.657053,242.201867,233.663052
2010-05-21,286.179845,237.433638,229.064586,296.233831,246.696647,237.999369
2010-05-24,296.999483,247.726787,238.994923,307.525191,257.425726,248.350195
2010-05-25,290.846512,243.641427,235.053563,301.164868,253.215834,244.288722
2010-05-26,290.846512,242.742985,234.186790,301.167931,252.345158,243.448742
2010-05-27,295.605168,247.516868,238.792403,306.273545,257.373025,248.299351
2010-05-28,294.604651,248.221340,239.472044,305.260794,258.184373,249.082096
2010-05-31,286.641860,241.961574,233.432921,297.021980,251.671018,242.798368
2010-06-01,283.634109,238.813219,230.395540,293.909199,248.393953,239.636836
2010-06-02,285.016021,241.402187,232.893252,295.351758,251.122884,242.269559
2010-06-03,282.798966,239.838504,231.384686,293.094506,249.493559,240.697676
2010-06-04,283.657881,239.798590,231.346178,294.061316,249.456544,240.661965
2010-06-07,278.627390,235.225719,226.934492,288.861778,244.702805,236.075819
2010-06-08,279.001550,237.451918,229.082222,289.268103,247.193721,238.478919
2010-06-09,287.558656,243.697380,235.107544,298.205225,253.699256,244.755101
2010-06-10,284.239793,241.874631,233.349043,294.838235,251.902400,243.021594
2010-06-11,285.154522,242.566177,234.016213,295.805045,252.620711,243.714580
2010-06-17,283.486305,239.268780,230.835044,294.107258,249.185228,240.400214
2010-06-18,278.673902,232.643430,224.443223,289.188472,242.346472,233.802559
2010-06-21,287.406718,238.808601,230.391085,298.285878,248.815735,240.043748
2010-06-22,287.722997,238.971822,230.548553,298.649325,249.020970,240.241747
2010-06-23,285.116279,237.451082,229.081416,295.970434,247.431222,238.708046
2010-06-24,285.012920,236.458044,228.123380,296.022501,246.568168,237.875420
2010-06-25,282.820672,234.321352,226.062002,293.787710,244.436852,235.819243
2010-06-28,280.804134,231.528172,223.367276,291.698911,241.514795,233.000203
2010-06-29,267.909044,221.216288,213.418865,278.375923,230.759098,222.623698
2010-06-30,264.916796,219.300793,211.570887,275.286623,228.755990,220.691208
2010-07-01,261.092506,215.896438,208.286529,271.477576,225.209668,217.269913
2010-07-02,261.923514,213.375835,205.854771,272.446427,222.586166,214.738902
2010-07-05,259.705426,210.781896,203.352264,270.291268,219.878606,212.126796
2010-07-06,264.899225,216.714843,209.076087,275.745015,226.066103,218.096153
2010-07-07,266.716279,219.364315,211.632170,277.638819,228.831846,220.764391
2010-07-08,266.244961,220.080045,212.322672,277.289665,229.573355,221.479758
2010-07-09,273.602067,228.448102,220.395772,284.951660,238.306501,229.905017
2010-07-12,276.611886,230.820073,222.684136,288.101193,240.804765,232.315204
2010-07-13,272.309044,228.419203,220.367892,283.744934,238.489756,230.081811
2010-07-14,274.274935,229.312668,221.229864,285.820461,239.426858,230.985875
2010-07-15,269.614470,225.660420,217.706350,280.981307,235.607677,227.301340
2010-07-16,270.401034,228.004549,219.967854,281.821523,238.075652,229.682307
2010-07-19,277.257881,234.922682,226.642136,289.000623,245.308881,236.660528
2010-07-20,283.359173,240.964544,232.471035,295.466100,251.643281,242.771609
2010-07-21,283.962791,241.542206,233.028336,296.094986,252.245164,243.352273
2010-07-22,287.471835,244.567718,235.947204,299.771314,255.445858,246.440126
2010-07-23,288.690439,245.472252,236.819856,301.062776,256.393692,247.354545
2010-07-26,290.548837,248.787403,240.018154,303.000480,259.941159,250.776946
2010-07-27,288.963307,247.258549,238.543189,301.371094,258.542515,249.427611
2010-07-28,295.991731,252.917628,244.002797,308.704352,264.472199,255.148244
2010-07-29,297.465633,253.939578,244.988725,310.283713,265.609566,256.245514
2010-07-30,296.521964,252.577349,243.674512,309.329154,264.182599,254.868854
2010-08-02,301.527649,258.394848,249.286957,314.551153,270.269790,260.741442
2010-08-03,296.224289,255.152371,246.158770,309.019816,266.883362,257.474402
2010-08-04,297.305426,257.711046,248.627257,310.150994,269.554980,260.051832
2010-08-05,294.659432,258.122156,249.023876,307.389409,269.973407,260.455508
2010-08-06,299.499742,261.472325,252.255958,312.449082,273.521607,263.878616
2010-08-09,301.626873,264.990095,255.649734,314.678768,277.195365,267.422856
2010-08-10,292.779328,257.308837,248.239225,305.447622,269.158830,259.669648
2010-08-11,294.595349,259.423166,250.279028,307.343468,271.369640,261.802516
2010-08-12,291.099742,256.258450,247.225862,303.695725,268.054143,258.603907
2010-08-13,295.147287,260.243126,251.070087,307.918245,272.219615,262.622526
2010-08-16,302.023773,266.547362,257.152111,315.093261,278.813635,268.984074
2010-08-17,304.112661,268.849171,259.372786,317.271901,281.224705,271.310141
2010-08-18,303.603101,269.912765,260.398890,316.742044,282.335441,272.381719
2010-08-19,305.467700,271.201085,261.641800,318.701187,283.680991,273.679831
2010-08-20,299.568992,263.790964,254.492870,312.548111,275.929243,266.201371
2010-08-23,299.347804,264.260885,254.946228,312.327592,276.420716,266.675517
2010-08-24,300.964341,266.656151,257.257065,314.013129,278.927422,269.093849
2010-08-25,293.852196,261.282874,252.073185,306.593092,273.298961,263.663819
2010-08-26,294.582946,262.186067,252.944542,307.357761,274.279216,264.609515
2010-08-27,295.459432,264.242756,254.928737,308.273525,276.427887,266.682435
2010-08-30,301.293023,271.410301,261.843641,314.361262,283.923243,273.913543
2010-08-31,300.071318,271.804506,262.223951,313.086135,284.327764,274.303802
2010-09-01,298.091990,269.344082,259.850253,311.021837,281.754198,271.820968
2010-09-02,301.952455,275.636932,265.921292,315.049361,288.336062,278.170788
2010-09-03,301.830491,276.923807,267.162807,314.921747,289.694700,279.481527
2010-09-06,307.502842,279.577713,269.723169,320.840012,292.468837,282.157862
2010-09-07,308.331783,281.295971,271.380861,321.704730,294.263804,283.889548
2010-09-08,308.110594,284.542338,274.512801,321.474002,297.647135,287.153600
2010-09-09,302.476486,279.122120,269.283634,315.627201,291.969763,281.676383
2010-09-10,303.105943,282.624930,272.662978,316.284673,295.619075,285.197038
2010-09-13,306.182946,285.909262,275.831544,319.651663,299.055268,288.512089
2010-09-14,306.460982,287.261173,277.135802,319.947729,300.513506,289.918917
2010-09-15,301.104910,281.204316,271.292438,314.357179,294.170917,283.799936
2010-09-16,295.378811,275.156878,265.458159,308.416453,287.841720,277.693874
2010-09-17,295.748837,277.895355,267.426465,308.805423,290.692721,279.738888
2010-09-20,294.556072,276.386710,265.974654,307.559902,289.114602,278.220236
2010-09-21,295.346770,277.966408,267.494842,308.385826,290.767047,279.810413
2010-09-27,300.261499,285.545977,274.788873,313.517983,298.695663,287.440265
2010-09-28,297.768475,287.074789,276.260092,310.914641,300.294879,288.979219
2010-09-29,297.137984,284.333241,273.621823,310.256148,297.427079,286.219483
2010-09-30,303.418088,288.042766,277.191602,316.814530,301.307431,289.953616
2010-10-08,314.649096,298.106141,286.875869,328.540801,311.834235,300.083751
2010-10-11,323.813953,294.712907,283.610466,338.108850,308.287596,296.670756
2010-10-12,327.930749,295.630931,284.493906,342.407939,309.247851,297.594826
2010-10-13,332.566408,294.836901,283.729788,347.248114,308.417135,296.795413
2010-10-14,333.244444,287.905003,277.059030,347.956631,301.166006,289.817520
2010-10-15,343.946253,293.058312,282.018203,359.131607,306.556795,295.005174
2010-10-18,341.721964,290.713261,279.761495,356.809017,304.103676,292.644493
2010-10-19,348.906460,299.829846,288.534639,364.310727,313.640343,301.821802
2010-10-20,351.098708,305.956335,294.430330,366.599626,320.049091,307.989057
2010-10-21,348.805168,308.492868,296.871308,364.203530,322.702463,310.542445
2010-10-22,349.215504,311.047007,299.329227,364.632316,325.374219,313.113524
2010-10-25,359.801550,318.991923,306.974841,375.686823,333.685159,321.111292
2010-10-26,358.251163,319.806536,307.758766,374.067646,334.537290,321.931314
2010-10-27,351.821189,313.311029,301.507958,367.354085,327.742567,315.392628
2010-10-28,351.182429,312.821288,301.036667,366.686404,327.230239,314.899605
2010-10-29,349.351938,315.123419,303.252071,364.775245,329.638401,317.217024
2010-11-01,358.966408,323.527957,311.339993,374.813938,338.429902,325.677245
2010-11-02,357.946253,319.187822,307.163361,373.749119,333.889879,321.308298
2010-11-03,353.523514,313.602413,301.788365,369.131505,328.047151,315.685735
2010-11-04,359.742636,322.067780,309.934825,375.624547,336.902558,324.207454
2010-11-05,363.906977,324.421575,312.199947,379.972639,339.364747,326.576863
2010-11-08,366.777261,327.459445,315.123375,382.970056,342.542441,329.634816
2010-11-09,364.232558,331.580721,319.089394,380.313626,346.853514,333.783439
2010-11-10,361.665116,335.836933,323.185265,377.631673,351.305725,338.067884
2010-11-11,362.788630,331.300968,318.820179,378.804708,346.560559,333.501524
2010-11-12,340.240827,310.927195,299.213928,355.262325,325.248269,312.992320
2010-11-15,342.624289,321.819327,309.695731,357.751325,336.641739,323.956463
2010-11-16,327.601034,311.519293,299.783721,342.063889,325.867493,313.588211
2010-11-17,320.817571,296.784305,285.603829,334.980756,310.453702,298.755239
2010-11-18,325.370543,301.053391,289.712090,339.735174,314.919404,303.052665
2010-11-19,328.563307,307.700053,296.108359,343.068473,321.872100,309.743371
2010-11-22,327.849096,310.417633,298.723563,342.323202,324.714841,312.478992
2010-11-23,321.155556,306.283710,294.745373,335.333994,320.390421,308.317524
2010-11-24,328.376227,316.183290,304.272015,342.873478,330.745938,318.282826
2010-11-25,333.176227,319.025550,307.007201,347.886188,333.719288,321.144135
2010-11-26,330.217054,318.175934,306.189592,344.795867,332.830553,320.288889
2010-11-29,329.720930,321.923633,309.796108,344.277241,336.750849,324.061462
2010-11-30,324.236693,314.865343,303.003718,338.550908,329.367447,316.956280
2010-12-01,324.136434,311.771571,300.026495,338.446774,326.131161,313.841942
2010-12-02,326.104393,312.170585,300.410477,340.500863,326.548544,314.243598
2010-12-03,326.424806,309.686292,298.019772,340.838787,323.949773,311.742754
2010-12-06,327.190698,306.960703,295.396862,341.638166,321.098755,308.999167
2010-12-07,330.784496,311.951610,300.199751,345.391063,326.319501,314.023185
2010-12-08,327.842894,311.329310,299.600895,342.320140,325.668513,313.396729
2010-12-09,322.828941,303.640699,292.201929,337.083848,317.625740,305.657021
2010-12-10,326.819638,306.392091,294.849671,341.250217,320.503864,308.426693
2010-12-13,337.060465,314.234080,302.396236,351.944340,328.707025,316.320743
2010-12-14,337.929716,315.546408,303.659126,352.851936,330.079784,317.641774
2010-12-15,335.673385,313.774727,301.954187,350.495656,328.226565,315.858388
2010-12-16,333.919380,313.798636,301.977196,348.664128,328.251534,315.882416
2010-12-17,333.401550,313.188265,301.389818,348.124062,327.613041,315.267982
2010-12-20,328.543669,306.327604,294.787613,343.051117,320.436498,308.361865
2010-12-21,335.866667,307.373203,295.793822,350.697798,321.530204,309.414358
2010-12-22,332.346253,305.415773,293.910133,347.022491,319.482644,307.443954
2010-12-23,329.572093,302.233358,290.847606,344.125124,316.153615,304.240369
2010-12-24,326.920930,297.678260,286.464108,341.356392,311.388707,299.655011
2010-12-27,320.383463,289.825932,278.907593,334.530531,303.174615,291.750442
2010-12-28,314.721447,285.392332,274.641016,328.618391,298.536714,287.287305
2010-12-29,316.468217,290.475910,279.533085,330.442772,303.854422,292.404632
2010-12-30,316.702842,292.838286,281.806465,330.686772,306.325575,294.782667
2010-12-31,323.334367,298.723986,287.470439,337.611663,312.482358,300.707452
2011-01-04,329.682687,300.814396,289.482099,344.240488,314.669105,302.811798
2011-01-05,328.233592,296.799767,285.618709,342.727486,310.469615,298.770552
2011-01-06,326.577778,296.379793,285.214557,340.999071,310.030307,298.347798
2011-01-07,327.299225,295.236893,284.114712,341.752509,308.834773,297.197314
2011-01-10,321.259948,288.139843,277.285022,335.445274,301.410896,290.053183
2011-01-11,322.989147,286.385791,275.597049,337.251279,299.575963,288.287394
2011-01-12,324.789664,287.700368,276.862103,339.130790,300.951102,289.610714
2011-01-13,324.680103,290.177380,279.245801,339.017468,303.542168,292.104144
2011-01-14,319.572093,287.153219,276.335566,333.683168,300.378694,289.059876
2011-01-17,307.426357,274.902446,264.546305,321.001317,287.563608,276.727685
2011-01-18,307.767442,276.969467,266.535458,321.357618,289.725837,278.808438
2011-01-19,314.713178,282.504492,271.861967,328.610223,295.515819,284.380243
2011-01-20,304.362791,271.815707,261.575850,317.802779,284.334736,273.620484
2011-01-21,308.367959,270.973677,260.765541,321.984462,283.453957,272.772894
2011-01-24,305.346770,264.916812,254.936851,318.829823,277.118170,266.675851
2011-01-25,303.736434,263.222775,253.306632,317.149391,275.346090,264.970546
2011-01-26,307.848062,267.617297,257.535603,321.441333,279.943031,269.394266
2011-01-27,312.813437,272.204087,261.949599,326.625558,284.741061,274.011497
2011-01-28,313.874935,276.752186,266.326362,327.734275,289.498696,278.589856
2011-01-31,317.985530,279.656225,269.120999,332.026217,292.536492,281.513183
2011-02-01,318.065116,280.239225,269.682037,332.109933,293.146337,282.100047
2011-02-09,314.310078,276.382261,265.970373,328.188584,289.111804,278.217543
2011-02-10,320.843411,285.747791,274.983084,335.011383,298.908739,287.645312
2011-02-11,322.579845,289.084135,278.193741,336.823514,302.398725,291.003789
2011-02-14,332.727649,296.432976,285.265736,347.429837,310.086065,298.401455
2011-02-15,332.575711,297.555654,286.346120,347.270574,311.260524,299.531658
2011-02-16,335.765375,301.522979,290.163988,350.600811,315.410563,303.525316
2011-02-17,335.494574,300.541751,289.219725,350.318016,314.384189,302.537618
2011-02-18,331.977261,297.803068,286.584214,346.645772,311.519343,299.780725
2011-02-21,336.734884,302.454364,291.060286,351.613562,316.384827,304.462868
2011-02-22,326.985013,293.586699,282.526684,341.432961,307.108675,295.536259
2011-02-23,328.138501,295.694069,284.554665,342.637645,309.313236,297.657748
2011-02-24,329.812920,296.949251,285.762562,344.385458,310.626256,298.921291
2011-02-25,330.503359,296.603464,285.429802,345.106227,310.264565,298.573229
2011-02-28,334.838243,300.795180,289.463607,349.632980,314.649446,302.792880
2011-03-01,336.422739,301.874658,290.502419,351.287889,315.778652,303.879536
2011-03-02,335.224806,300.509629,289.188813,350.036243,314.350753,302.505443
2011-03-03,332.994315,295.489126,284.357443,347.707527,309.099048,297.451631
2011-03-04,338.053747,298.411087,287.169328,352.990781,312.155618,300.393024
2011-03-07,344.652196,302.509753,291.113589,359.880961,316.443069,304.518916
2011-03-08,344.957106,303.910874,292.461926,360.198467,317.908662,305.929283
2011-03-09,345.101809,302.909757,291.498523,360.350583,316.861446,304.921527
2011-03-10,339.044961,301.090125,289.747440,354.025993,314.957989,303.089797
2011-03-11,335.646512,299.053096,287.787151,350.477279,312.827071,301.039175
2011-03-14,337.252713,302.365216,290.974496,352.154649,316.291874,304.373418
2011-03-15,331.158656,296.679221,285.502705,345.791263,310.343969,298.649641
2011-03-16,335.731266,299.385049,288.106599,350.565078,313.174429,301.373444
2011-03-17,330.449612,293.693004,282.628985,345.051097,307.220197,295.643578
2011-03-18,332.371059,294.746650,282.818164,347.056181,308.322364,295.841460
2011-03-21,331.484238,293.293147,281.423485,346.131229,306.801915,294.382559
2011-03-22,333.122481,294.018376,282.119364,347.841268,307.560547,295.110482
2011-03-23,337.460465,299.082894,286.978918,352.371084,312.858331,300.193811
2011-03-24,336.057881,298.467795,286.388713,350.907086,312.214902,299.576428
2011-03-25,340.514729,301.543206,289.339661,355.560433,315.449545,302.680133
2011-03-28,340.110594,299.575786,287.451863,355.138794,313.391158,300.705069
2011-03-29,336.742119,291.771761,279.963669,351.621729,305.226987,292.871384
2011-03-30,336.545736,294.225171,282.317789,351.416525,307.804469,295.344530
2011-03-31,333.156589,291.968637,280.152577,347.926004,305.443333,293.078973
2011-04-01,338.266667,294.471242,282.553901,353.262345,308.061193,295.590861
2011-04-06,342.229457,294.834859,282.902803,357.401150,308.441767,295.956030
2011-04-07,343.609302,297.651037,285.605010,358.842687,311.387774,298.782783
2011-04-08,346.600517,302.380050,290.142637,361.965677,316.336118,303.530817
2011-04-11,344.540568,301.471730,289.271077,359.814601,315.385956,302.619118
2011-04-12,343.852196,298.981615,286.881739,359.095874,312.781151,300.119755
2011-04-13,348.530233,301.277653,289.084855,363.980970,315.183270,302.424636
2011-04-14,346.621189,298.146962,286.080864,361.994262,311.908545,299.282473
2011-04-15,347.177261,296.589458,284.586393,362.575165,310.279649,297.719515
2011-04-18,347.228941,293.661120,281.776565,362.634378,307.216044,294.779924
2011-04-19,340.652196,288.674239,276.991505,355.776868,301.998876,289.773947
2011-04-20,340.647028,290.477856,278.722129,355.770743,303.887103,291.585739
2011-04-21,342.880620,294.439872,282.523802,358.140295,308.031471,295.562343
2011-04-22,341.079070,295.108010,283.164900,356.260783,308.794511,296.294495
2011-04-25,335.872868,288.815744,277.127283,350.823371,302.209148,289.975708
2011-04-26,333.949354,286.256319,274.671440,348.813182,299.529730,287.404752
2011-04-27,331.731266,283.622872,272.144568,346.496718,296.774591,284.761142
2011-04-28,326.798966,274.917271,263.791286,341.344141,287.666674,276.021914
2011-04-29,329.996899,281.079537,269.704163,344.705006,294.132369,282.225877
2011-05-03,331.899742,282.797933,271.353015,346.692734,295.935857,283.956360
2011-05-04,323.413953,275.623385,264.468823,337.835244,288.428544,276.752943
2011-05-05,323.113178,274.450649,263.343548,337.523864,287.200622,275.574728
2011-05-06,322.625323,275.844217,264.680718,337.026677,288.658743,276.973824
2011-05-09,323.489406,278.545098,267.272293,337.935294,291.530216,279.729059
2011-05-10,325.914212,279.643866,268.326594,340.468193,292.679868,280.832174
2011-05-11,325.073902,279.599514,268.284037,339.626956,292.645810,280.799494
2011-05-12,320.578811,274.704309,263.586943,334.953191,287.535162,275.895725
2011-05-13,323.316796,275.791980,264.630595,337.848516,288.729729,277.041936
2011-05-16,320.460982,272.174278,261.159303,334.879685,285.000639,273.463799
2011-05-17,322.070284,272.971661,261.924415,336.589723,285.832600,274.262083
2011-05-18,324.483721,274.989840,263.860918,339.123643,287.944963,276.288938
2011-05-19,322.546770,273.855757,262.772732,337.108350,286.759500,275.151462
2011-05-20,322.645995,273.417121,262.351848,337.220651,286.324573,274.734141
2011-05-23,312.452713,264.636488,253.926570,326.574512,277.144778,265.925944
2011-05-24,312.787597,266.830348,256.031643,326.938980,279.440273,268.128518
2011-05-25,309.079070,264.808294,254.091422,323.071740,277.345559,266.118598
2011-05-26,307.842894,262.531036,251.906325,321.795592,274.958275,263.827951
2011-05-27,306.285271,259.144709,248.657044,320.228482,271.489388,260.499485
2011-05-30,305.375711,256.745173,246.354619,319.322927,268.975939,258.087780
2011-05-31,310.238760,263.697452,253.025536,324.467336,276.260399,265.077365
2011-06-01,310.508527,265.461556,254.718247,324.823636,278.241963,266.978715
2011-06-02,305.499742,263.199642,252.547873,319.603679,275.867311,264.700189
2011-06-03,308.666667,266.865092,256.064981,323.104409,279.801074,268.474714
2011-06-07,310.517829,268.962924,258.077913,325.080908,282.045604,270.628385
2011-06-08,310.971576,269.687472,258.773138,325.556656,282.808895,271.360778
2011-06-09,305.104910,263.718378,253.045616,319.693520,276.652994,265.454067
2011-06-10,306.142636,264.507195,253.802509,321.099325,277.482911,266.250390
2011-06-13,304.945736,263.533408,252.868131,320.171310,276.457962,265.266930
2011-06-14,309.411886,268.506760,257.640210,324.873661,281.671949,270.269856
2011-06-15,306.265633,265.309333,254.572184,321.768027,278.317159,267.050867
2011-06-16,301.558656,260.498850,249.956383,317.085073,273.429262,262.360833
2011-06-17,298.931266,255.485108,245.145549,314.368409,268.168561,257.313085
2011-06-20,297.147287,253.491796,243.232907,312.581801,266.099448,255.327730
2011-06-21,300.679070,258.140700,247.693668,316.371451,270.990307,260.020607
2011-06-22,300.628424,258.856831,248.380816,316.381660,271.839148,260.835086
2011-06-23,305.698191,266.441467,255.658500,321.899725,279.844338,268.516226
2011-06-24,312.916796,272.407387,261.382977,329.735276,286.187075,274.602209
2011-06-27,313.849096,273.347108,262.284668,330.717400,287.178876,275.553862
2011-06-28,314.390698,276.138304,264.962904,331.316679,290.110790,278.367092
2011-06-29,310.095090,272.526315,261.497093,326.927750,286.314373,274.724354
2011-06-30,314.634625,276.096058,264.922367,331.713816,290.071333,278.329232
2011-07-01,315.219638,276.722987,265.523924,332.448877,290.771439,279.000998
2011-07-04,322.685271,284.248353,272.744736,340.380394,298.681242,286.590611
2011-07-05,322.739018,285.932495,274.360721,340.531490,300.450478,288.288229
2011-07-06,321.830491,287.014953,275.399371,339.604496,301.587711,289.379426
2011-07-07,320.587080,285.006507,273.472208,338.322222,299.479462,287.356520
2011-07-08,321.362274,285.157095,273.616701,339.201233,299.685907,287.554607
2011-07-11,321.778811,288.240468,276.575289,339.656563,302.922507,290.660190
2011-07-12,315.959690,284.175183,272.674527,333.536156,298.670371,286.580180
2011-07-13,321.059432,289.244389,277.538581,338.944983,304.024202,291.717288
2011-07-14,322.041344,290.753979,278.987077,340.027156,305.606833,293.235854
2011-07-15,323.399483,293.053537,281.193572,341.518719,308.255214,295.777029
2011-07-18,322.749354,291.800186,279.990944,340.862268,306.936113,294.511325
2011-07-19,319.910078,288.556652,276.878677,337.907729,303.534197,291.247119
2011-07-20,319.542119,287.985409,276.330553,337.519780,302.938198,290.675245
2011-07-21,316.190181,285.681891,274.120258,334.058866,300.521468,288.356345
2011-07-22,317.104910,287.463674,275.829932,335.038948,302.391259,290.150446
2011-07-25,306.800000,278.391927,267.125322,324.154935,292.837754,280.983668
2011-07-26,307.779845,278.752913,267.471698,325.194230,293.211297,281.342090
2011-07-27,310.082687,281.826146,270.420557,327.629121,296.442314,284.442316
2011-07-28,308.113695,280.596542,269.240715,325.556656,295.140660,283.193352
2011-07-29,307.191731,277.166920,265.949891,324.602097,291.540202,279.738641
2011-08-01,307.774677,278.073365,266.819652,325.247318,292.559966,280.717125
2011-08-02,305.568992,276.704567,265.506249,322.916560,291.114364,279.330041
2011-08-03,305.412920,277.228937,266.009398,322.753213,291.669106,279.862327
2011-08-04,305.975194,279.063589,267.769801,323.347388,293.599444,281.714524
2011-08-05,299.474935,274.805462,263.684002,316.477627,289.113664,277.410330
2011-08-08,288.775194,265.036539,254.310430,305.184225,278.818532,267.531945
2011-08-09,289.218605,265.563331,254.815903,305.652826,279.368408,268.059562
2011-08-10,291.898708,268.270379,257.413395,308.484855,282.214850,270.790779
2011-08-11,296.322481,271.975271,260.968349,313.160662,286.109470,274.527746
2011-08-12,297.195866,274.137767,263.043328,314.099907,288.441306,276.765188
2011-08-15,301.589664,278.814728,267.531011,318.752233,293.364454,281.489047
2011-08-16,299.491473,276.664053,265.467375,316.533777,291.096821,279.313208
2011-08-17,298.295607,274.599804,263.486667,315.278047,288.925663,277.229938
2011-08-18,292.945736,269.406206,258.503255,309.624200,283.459670,271.985209
2011-08-19,290.197416,266.558333,255.770637,306.718665,280.455275,269.102432
2011-08-22,287.110078,261.704523,251.113262,303.454789,275.355061,264.208675
2011-08-23,291.576227,265.281671,254.545641,308.212269,279.121105,267.822270
2011-08-24,290.441344,265.097667,254.369084,307.021878,278.926954,267.635977
2011-08-25,300.138501,271.374935,260.392309,317.272922,285.537962,273.979372
2011-08-26,299.867700,271.434346,260.449316,316.986044,285.593731,274.032883
2011-08-29,294.864083,268.773035,257.895709,311.697686,282.786480,271.339270
2011-08-30,293.719897,266.594223,255.805074,310.487897,280.494683,269.140245
2011-08-31,294.240827,266.743709,255.948510,311.038172,280.653208,269.292353
2011-09-01,292.975711,264.420685,253.719500,309.700769,278.209829,266.947882
2011-09-02,289.803618,262.176720,251.566349,306.377679,275.846208,264.679940
2011-09-05,283.598966,254.354347,244.060549,299.817256,267.606347,256.773630
2011-09-06,281.478036,250.000709,239.883105,297.576339,263.024854,252.377596
2011-09-07,287.244444,255.381035,245.045687,303.672244,268.685305,257.808911
2011-09-08,284.869251,252.796259,242.565518,301.159764,265.961992,255.195838
2011-09-09,284.351421,251.184705,241.019184,300.612551,264.267087,253.569543
2011-09-13,281.165891,246.610178,236.629790,297.245562,259.456651,248.953833
2011-09-14,282.491990,247.143185,237.141225,298.647283,260.021191,249.495521
2011-09-15,282.072351,247.400121,237.387763,298.238915,260.289711,249.753172
2011-09-16,282.582946,247.933449,237.326910,298.778981,260.852983,249.690903
2011-09-19,276.927132,242.969916,232.575716,292.822942,255.630805,244.692186
2011-09-20,278.020672,244.103747,233.661042,293.988831,256.865860,245.874392
2011-09-21,286.409302,252.860188,242.042885,302.859593,266.080154,254.694399
2011-09-22,277.590698,244.732704,234.263093,293.534522,257.527525,246.507744
2011-09-23,275.915245,242.487270,232.113718,291.765270,255.165252,244.246554
2011-09-26,269.862532,237.847374,227.672315,285.365132,250.282836,239.573060
2011-09-27,272.649096,240.459037,230.172252,288.312524,253.030590,242.203236
2011-09-28,269.828424,238.453582,228.252590,285.329399,250.920347,240.183292
2011-09-29,267.513178,234.740659,224.698505,282.881237,247.012570,236.442731
2011-09-30,266.806202,234.239559,224.218842,282.133924,246.485022,235.937757
2011-10-10,264.297674,230.984571,221.103102,279.481578,243.058705,232.658055
2011-10-11,263.771576,226.696032,216.998026,278.925177,238.543956,228.336495
2011-10-12,273.360207,233.733284,223.734225,289.063920,245.948818,235.424498
2011-10-13,275.204134,236.050181,225.952006,291.013874,248.386682,237.758043
2011-10-14,274.292506,234.530301,224.497146,290.050127,246.787721,236.227503
2011-10-17,275.653747,236.915742,226.780539,291.489622,249.297666,238.630046
2011-10-18,267.928682,229.257764,219.450167,283.320232,241.238807,230.916031
2011-10-19,266.985013,227.153540,217.435961,282.326878,239.024094,228.796087
2011-10-20,260.519897,219.331031,209.948098,275.489786,230.791189,220.915474
2011-10-21,259.212403,216.776771,207.503108,274.106441,228.104165,218.343430
2011-10-24,266.322481,222.415845,212.900944,281.625507,234.037875,224.023233
2011-10-25,271.362274,228.405024,218.633907,286.954702,240.340706,230.056361
2011-10-26,274.072351,231.530504,221.625680,289.822462,243.629422,233.204350
2011-10-27,274.674935,231.369839,221.471888,290.459515,243.459948,233.042128
