Date,Open,High,Low,Close
2012-05-04,2386.9691,2437.5540,2365.1231,2428.7402
2012-05-11,2416.5660,2442.9018,2354.6721,2363.8056
2012-05-18,2376.2365,2386.3460,2281.1433,2294.0352
2012-05-25,2293.0948,2362.9042,2280.9001,2293.7118
2012-06-01,2285.6485,2371.4534,2270.7735,2342.7960
2012-06-08,2318.0375,2336.2487,2240.9152,2257.5763
2012-06-15,2254.7664,2294.4390,2226.5099,2273.4634
2012-06-21,2278.0180,2301.9198,2220.6826,2236.7860
2012-06-29,2225.7424,2248.6136,2155.5326,2204.2232
2012-07-06,2215.0316,2259.0218,2180.2637,2244.1696
2012-07-13,2232.9778,2260.2483,2159.2212,2227.8089
2012-07-20,2229.9950,2246.1448,2141.4871,2157.6428
2012-07-27,2141.6361,2160.6701,2101.4109,2125.3472
2012-08-03,2127.4716,2170.6077,2112.2900,2150.3970
2012-08-10,2147.4587,2210.3806,2135.2691,2176.8866
2012-08-17,2173.3811,2189.6797,2088.0783,2109.1202
2012-08-24,2095.4808,2132.9129,2068.0834,2082.6893
2012-08-31,2078.5575,2089.0200,2005.4462,2035.3213
2012-09-07,2033.5936,2139.5158,1993.3764,2112.6722
2012-09-14,2112.1953,2135.8371,2070.1642,2106.4855
2012-09-21,2104.1139,2110.6926,1975.6243,1998.0458
2012-09-28,1980.9768,2125.0691,1962.5111,2113.8339
2012-10-12,2112.0219,2146.6783,2067.5990,2101.1480
2012-10-19,2109.6034,2152.5051,2078.6362,2130.8291
2012-10-26,2120.4611,2151.3691,2031.7237,2056.3155
2012-11-02,2049.0586,2136.5498,2016.5594,2121.6569
2012-11-09,2117.4331,2135.1967,2039.7206,2050.8618
2012-11-16,2051.8252,2077.6663,1967.1203,1991.8327
2012-11-23,1989.1870,2021.3986,1924.5867,1999.3752
2012-11-30,1990.9131,2009.0267,1912.3463,1963.4963
2012-12-07,1958.2396,2069.7264,1907.9345,2044.6578
2012-12-14,2051.7767,2165.3688,2025.6465,2147.2327
2012-12-21,2143.3960,2197.0743,2102.7416,2142.7038
2012-12-28,2134.1718,2257.8151,2105.9285,2242.2632
2013-01-04,2247.1306,2363.1038,2227.3004,2295.4945
2013-01-11,2286.5235,2329.2323,2234.6728,2253.6395
2013-01-18,2247.1000,2374.9908,2230.7932,2341.4343
2013-01-25,2355.5515,2405.9096,2275.1497,2306.4968
2013-02-01,2304.8274,2485.0074,2280.5292,2459.5778
2013-02-08,2468.2442,2524.3290,2393.8609,2467.5161
2013-02-22,2480.9545,2493.6161,2281.1458,2313.4516
2013-03-01,2322.8697,2394.6626,2252.9810,2361.4524
2013-03-08,2306.5014,2371.5803,2221.4703,2309.4212
2013-03-15,2300.6944,2328.7799,2192.9048,2239.8904
2013-03-22,2234.1205,2377.9241,2188.2737,2351.7445
2013-03-29,2360.6193,2396.2761,2224.6065,2250.7425
2013-04-03,2243.1013,2304.6561,2199.5854,2223.8834
2013-04-12,2185.2452,2281.7044,2157.7066,2216.1591
2013-04-19,2212.4080,2360.2024,2163.4767,2340.5938
2013-04-26,2336.6516,2378.2844,2237.9489,2269.5494
2013-05-03,2253.4055,2393.3342,2227.7142,2350.8109
2013-05-10,2357.3532,2429.3381,2329.5425,2372.0281
2013-05-17,2373.7707,2419.7731,2278.6337,2399.3636
2013-05-24,2404.6414,2470.1455,2354.1918,2426.9604
2013-05-31,2420.8272,2519.0538,2389.9891,2431.9148
2013-06-07,2433.3950,2469.3051,2280.4337,2304.7086
2013-06-14,2268.0996,2287.8690,2180.8988,2268.2468
2013-06-21,2270.9504,2301.6733,2108.6095,2185.2654
2013-06-28,2173.9600,2181.6266,1886.1686,2115.3949
2013-07-05,2104.4811,2219.3708,2069.7501,2161.4626
2013-07-12,2131.4774,2324.5496,2081.3514,2240.5520
2013-07-19,2254.8364,2325.4671,2126.3484,2140.3739
2013-07-26,2119.0995,2262.0863,2089.6578,2195.4911
2013-08-02,2171.3727,2270.0818,2112.5559,2220.9539
2013-08-09,2221.7597,2329.4492,2197.9640,2269.9289
2013-08-16,2279.7494,2424.0194,2235.4166,2265.8984
2013-08-23,2247.0213,2345.1298,2215.3978,2264.4722
2013-08-30,2272.5103,2338.7759,2232.9807,2260.5559
2013-09-06,2266.9852,2343.4396,2227.1121,2307.4582
2013-09-13,2317.1051,2460.1220,2291.6291,2395.7987
2013-09-18,2403.5945,2443.4523,2311.8965,2352.5706
2013-09-27,2364.3986,2486.0066,2340.9627,2429.5270
2013-09-30,2442.4571,2479.7929,2399.9062,2448.4472
2013-10-11,2443.9478,2522.7359,2407.4494,2480.0666
2013-10-18,2485.7338,2533.2124,2387.6656,2426.6669
2013-10-25,2431.0031,2530.7539,2306.5402,2343.4985
2013-11-01,2336.2259,2378.1082,2240.3096,2302.5982
2013-11-08,2312.6826,2352.8894,2187.1920,2216.6039
2013-11-15,2211.5783,2329.8485,2187.6179,2292.2094
2013-11-22,2312.5834,2357.1430,2257.4019,2283.3941
