Date,Open,High,Low,Close,Net_Close,n_holdings
2024-02-23,5012.8807156251305,5073.312961279918,4942.112152717449,4993.985898512951,4554.833877012862,55
2024-02-26,4970.438450160486,5020.907661170736,4861.716899198754,4891.248557670245,4461.130865027202,55
2024-02-27,4875.302009983951,4997.216242056213,4845.650904996608,4962.834400773002,4526.421722852022,55
2024-02-28,4959.63147166984,5024.418512768705,4867.611263960798,4905.066682867255,4473.733877138808,55
2024-02-29,4889.553298848786,4994.678406679432,4871.830780050299,4976.3766764571355,4538.773142601987,55
2024-03-01,4970.990962565947,5064.886607064473,4934.928354450104,5025.483989202248,4583.562146064553,55
2024-03-04,5043.46843844669,5138.406296899162,4987.495193406679,5093.9485735253675,4646.00621667024,55
2024-03-05,5073.7607233423805,5221.9792862635395,5041.635508751697,5160.650339718687,4706.842484630946,55
2024-03-06,5143.996892531746,5207.635828751382,5069.1560473931995,5110.290297399295,4660.91091184207,55
2024-03-07,5116.657005574335,5200.802874552238,5059.276981203137,5116.3903673053355,4666.474564928967,55
2024-03-08,5121.456417527623,5203.076482370773,5068.7866849034945,5175.268682027097,4720.1753458214325,55
2024-03-11,5140.481634245184,5237.538767693381,5070.7818651234265,5175.003638013056,4719.933608764382,55
2024-03-12,5161.496547495239,5196.352465676169,5029.798699155703,5078.36630393755,4631.794192278967,55
2024-03-13,5083.143280001719,5143.636671874177,4985.749484457064,5033.789421594433,4591.1372304944925,55
2024-03-14,5010.616586449653,5098.953576842205,4968.425744847666,5030.500232121572,4588.137279765083,55
2024-03-15,5018.810666738556,5082.506727823089,4974.062477645632,5044.620961907276,4594.774982253041,55
2024-03-18,5039.255200875426,5109.407969909704,4998.475782062343,5063.0758926210765,4611.584224133312,55
2024-03-19,5051.518544529469,5116.578124287508,5005.212449757142,5039.142074628952,4589.784665956312,55
2024-03-20,5031.27303969198,5127.5161938797955,4989.346940291175,5080.970131344398,4627.8827728316655,55
2024-03-21,5079.38660733262,5137.542027688411,5039.483000395386,5086.477353851871,4632.898897608951,55
2024-03-22,5079.340495149226,5128.531745069654,5019.912529916922,5080.445499703972,4627.404924375948,55
2024-03-25,5067.8759614940855,5162.011259506953,5033.414350824712,5100.444300054065,4645.620363794996,55
2024-03-26,5109.159088727925,5153.555574236196,5028.123675907671,5098.541624054413,4643.887355874569,55
2024-03-27,5087.992174837021,5164.869954921135,5047.726805573272,5098.768986568656,4644.094443701431,55
2024-03-28,5091.4231141481105,5155.251477582072,5014.9286786884395,5084.825998858831,4631.394799547642,55
2024-03-29,5080.968808258809,5207.220514495895,5057.282849560905,5171.124752233305,4709.998000065356,55
2024-04-01,5173.024376726204,5225.942631610997,5109.733015448132,5174.479388933424,4713.053492420609,55
2024-04-02,5172.302640020596,5258.309714578849,5141.9532041395705,5205.104441160327,4740.9476047562885,55
2024-04-03,5206.516485050005,5259.86378155628,5150.569869339843,5209.025391288578,4744.518910448429,55
2024-04-08,5186.257152371037,5325.65302132987,5153.6713892494245,5265.734597124971,4796.171163850234,55
2024-04-09,5264.906340582786,5304.876184444474,5162.714646827592,5209.040294650983,4744.532484827405,55
2024-04-10,5200.71466018091,5287.04136443043,5170.868701794984,5228.863845750989,4762.588302567036,55
2024-04-11,5215.915272438085,5285.078471482038,5174.650217680326,5233.234324305614,4766.569050709444,55
2024-04-12,5236.867666391969,5294.093812033574,5198.329983489234,5239.28797192821,4772.082874019008,55
2024-04-15,5229.133382003861,5399.425316858499,5211.047361442388,5375.953031898288,4896.561046559688,55
2024-04-16,5357.3800000007395,5466.185429887563,5304.215265182893,5390.4955150959895,4909.806727153175,55
2024-04-17,5372.755303105374,5467.0890845771,5295.658012028002,5449.964331835915,4963.972507584277,55
2024-04-18,5415.490904330271,5538.933078957357,5364.046125025298,5435.047094766845,4950.385491194568,55
2024-04-19,5413.91163435407,5518.806715737123,5380.246378557966,5457.225906655382,4970.586543121177,55
2024-04-22,5432.838253609336,5516.809766540154,5314.342687342294,5351.172335055345,4873.990128594485,55
2024-04-23,5335.884502340389,5385.339876231251,5236.8223209824655,5291.51549430336,4819.653090890896,55
2024-04-24,5311.797312074358,5367.767991241315,5254.774593738126,5323.028414862216,4848.3558973247045,55
2024-04-25,5310.346538270701,5369.618372749826,5262.836106706288,5332.20878032601,4856.717618429125,55
2024-04-26,5344.964899286134,5428.776194399746,5280.975668069037,5336.384191480705,4860.520693993985,55
2024-04-29,5326.595570999957,5358.23885782122,5222.454925825033,5273.354286078635,4803.111379268045,55
2024-04-30,5267.085535564962,5359.599992075801,5230.803291237088,5299.07964755181,4826.542722910894,55
2024-05-06,5305.074040807546,5334.40454628432,5196.184686171855,5258.0318659369395,4789.155311356055,55
2024-05-07,5255.541789714378,5309.45743581144,5203.213568554347,5268.009200970204,4798.242933547409,55
2024-05-08,5257.4978869666265,5341.601805344941,5233.57605605183,5290.792686517221,4818.994738329266,55
2024-05-09,5289.478743750461,5324.3021310460435,5233.745248485365,5277.1867760006335,4806.602113050883,55
2024-05-10,5278.798665039633,5321.7178318444085,5245.4380041289905,5285.112900800315,4813.821438389853,55
2024-05-13,5270.075090040781,5332.365528535883,5226.325280233081,5295.347003145251,4823.14293107987,55
2024-05-14,5297.190505400818,5321.6293474782515,5219.736997649189,5260.056975414361,4790.999834945329,55
2024-05-15,5250.079734211757,5298.750987746231,5208.11380908182,5238.841197293572,4771.675939795518,55
2024-05-16,5255.0791253655025,5295.986713649147,5207.492863791262,5238.75174503139,4771.594464295281,55
2024-05-17,5233.652252064946,5290.041088594323,5200.711337578976,5271.1053884414605,4801.063023469075,55
2024-05-20,5270.303448174848,5371.995880872814,5232.2842691757905,5319.134117292086,4844.8088674915825,55
2024-05-21,5311.22325270598,5366.978654263516,5272.358189747432,5335.94497650432,4860.120645308354,55
2024-05-22,5333.141196117866,5384.893970978177,5295.82774740878,5332.871267680502,4857.321029536811,55
2024-05-23,5331.323333955424,5363.426192190279,5265.16406134348,5306.246065121102,4833.070086692714,55
2024-05-24,5299.280522842602,5366.537864440317,5250.52149751653,5280.55179719726,4809.6670638818305,55
2024-05-27,5292.680164948894,5402.2781314937365,5279.362076929488,5362.778571459628,4884.561397490843,55
2024-05-28,5361.489348211355,5434.3598171084805,5323.541364150693,5373.507178363132,4894.333298088903,55
2024-05-29,5378.584919019702,5423.0655995808265,5323.263319339778,5377.432142950123,4897.908260256867,55
2024-05-30,5358.55395739919,5420.728837061596,5296.7258070631715,5330.501710039157,4855.16277339593,55
2024-05-31,5329.025871891919,5378.457819339533,5286.600282234025,5313.791253792248,4839.942445271159,55
2024-06-03,5319.817951770546,5398.206681870076,5280.1811919563015,5352.515594810952,4875.21360531679,55
2024-06-04,5337.312481279939,5378.9938791842615,5293.526122266047,5344.629294714534,4868.030553377073,55
2024-06-05,5342.059730588864,5393.255642624694,5289.232542091703,5326.655745968603,4851.659767000115,55
2024-06-06,5338.672728946882,5441.454192707884,5317.584324254601,5384.26067837735,4904.127871994472,55
2024-06-07,5367.30527330611,5430.411246502206,5309.301351353495,5384.026548457954,4903.914620234952,55
2024-06-11,5386.049607266896,5426.500552845286,5267.2886849238375,5304.023961698028,4831.0461357767945,55
2024-06-12,5297.464123501713,5378.59974941983,5237.686029072338,5339.0029568448845,4862.905935158899,55
2024-06-13,5342.505847933788,5408.5214771175415,5295.276016990706,5355.183036018297,4877.643181734657,55
2024-06-14,5347.348741255121,5418.771851571578,5278.80897092407,5353.029912156869,4875.682059238659,55
2024-06-17,5335.205958024489,5378.99223481508,5256.039112684162,5296.714357053199,4824.38835339714,55
2024-06-18,5299.153046997035,5359.118737847684,5241.607403596352,5334.120826174542,4858.459160657194,55
2024-06-19,5336.04637288185,5404.09932736562,5302.761176034926,5358.523248256844,4880.685535906554,55
2024-06-20,5356.8287117598275,5428.295951119226,5325.545382011197,5393.5510529353605,4912.589792308653,55
2024-06-21,5374.528911717786,5428.525999080623,5322.29668093286,5372.992589106416,4893.864596503441,55
2024-06-24,5364.966662561013,5430.878499772272,5320.038495566975,5373.874312331886,4894.667693475098,55
2024-06-25,5368.384273230342,5419.054997171362,5311.11111156739,5360.820771808707,4882.7781814822965,55
2024-06-26,5352.976599429978,5410.4111715006975,5301.897881261752,5370.036437388233,4891.172054871271,55
2024-06-27,5353.104125305244,5426.289723963663,5316.43700085856,5375.371335142024,4896.03122167827,55
2024-06-28,5368.290909203765,5497.47659326725,5339.720671728268,5466.500621279872,4979.034199951281,55
2024-07-01,5462.330151701672,5600.569483525616,5438.359590139966,5558.072970973907,5062.440732298798,55
2024-07-02,5559.761231578209,5651.598878388688,5514.88154409722,5613.599854618724,5113.016095193302,55
2024-07-03,5606.683853566997,5644.755083934925,5517.612423429777,5570.698476235319,5073.940378387472,55
2024-07-04,5575.542483513897,5642.838338007313,5549.206850597125,5591.06464148135,5092.490423527339,55
2024-07-05,5591.39275254035,5624.593260162772,5460.211749992888,5532.787234888394,5039.409811155093,55
2024-07-08,5503.281271692594,5616.922906953705,5466.621777966946,5564.811235346938,5068.578122758617,55
2024-07-09,5562.378521174073,5644.285486864544,5505.506677943371,5624.007666456855,5122.495807111194,55
2024-07-10,5599.134531405538,5648.0375545247,5505.160425698187,5555.066189730924,5059.702075948462,55
2024-07-11,5560.113511943189,5602.933770034641,5467.351601683454,5550.150587386723,5055.224814555705,55
2024-07-12,5526.28865394679,5606.937341164772,5466.60489461237,5533.547703598447,5040.102466288179,55
2024-07-15,5519.121554830087,5645.334544606819,5479.091619890257,5615.222624978014,5114.494157609708,55
2024-07-16,5580.124515989031,5659.420650012652,5521.713073158429,5608.304793709475,5108.193212844155,55
2024-07-17,5574.69454506221,5614.831451711264,5475.487565497335,5523.896191198703,5031.311612019817,55
2024-07-18,5508.507021368116,5576.800452163347,5454.2713582773185,5557.535486724009,5061.951177344436,55
2024-07-19,5526.5930685447,5576.874843543356,5456.3034316955145,5535.304867215044,5041.702937658821,55
2024-07-22,5514.216723486583,5540.555191253019,5376.292086112263,5469.482703419076,4981.750359700786,55
2024-07-23,5459.437295467732,5559.233503289712,5404.240824243719,5474.066154079721,4985.925088503396,55
2024-07-24,5462.493703350131,5579.311371450925,5433.291970060965,5528.284939015724,5035.309000292463,55
2024-07-25,5513.232671737549,5543.600104473012,5378.555763454369,5447.521991101075,4961.747958665475,55
2024-07-26,5438.706856924235,5475.021118797797,5315.525890873159,5385.395989277606,4905.161943366923,55
2024-07-29,5374.864377387275,5467.15492096135,5316.388140739213,5432.6349697207625,4948.188463528963,55
2024-07-30,5417.6674338170915,5452.818757244829,5316.830945771654,5366.423404558487,4887.881208446627,55
2024-07-31,5362.923526371235,5431.848217528366,5261.9671706212675,5348.091826664692,4871.18431959657,55
2024-08-01,5356.376422522446,5450.96943474364,5293.89091376901,5375.323483704816,4895.987637316192,55
2024-08-02,5336.860805199185,5393.535601483197,5280.902769981815,5339.483465598441,4863.343595315383,55
2024-08-05,5299.562187042391,5345.370863737079,5207.894669626406,5240.459695917625,4773.150111401821,55
2024-08-06,5261.1965517789,5296.557645603242,5166.800000269489,5214.334846921355,4749.354903894731,55
2024-08-07,5206.75884958439,5309.351240421434,5178.532236315679,5241.901035552903,4774.462921887904,55
2024-08-08,5243.865094395339,5287.527760278048,5198.296151113811,5231.035481745724,4764.566286406558,55
2024-08-09,5237.646180945478,5293.574599952496,5198.353489370432,5248.690736896553,4780.647162509023,55
2024-08-12,5242.976650891279,5313.655355395163,5206.7090547475045,5259.1152479998345,4790.142084561891,55
2024-08-13,5269.0797172107705,5336.60776251746,5230.826035679668,5293.3378591857445,4821.312949309069,55
2024-08-14,5287.24979859069,5351.295878047831,5250.9298346069945,5307.145501171728,4833.889316976763,55
2024-08-15,5296.575093304635,5383.634340460581,5271.429030184011,5355.868938953075,4878.267920375829,55
2024-08-16,5363.350033083587,5430.5880815915425,5330.62052523536,5396.975662496514,4915.709017807335,55
2024-08-19,5397.007606106618,5501.876952811747,5369.117343200151,5463.840674200133,4976.611449384214,55
2024-08-20,5469.450689273863,5508.691365766115,5387.160883302188,5447.567989256553,4961.789855009247,55
2024-08-21,5431.882171418782,5471.906029909218,5355.061056493628,5432.618073521835,4948.1730740214625,55
2024-08-22,5425.326676196744,5517.43860657027,5392.724666090333,5479.401428141989,4990.784598062167,55
2024-08-23,5474.550547699959,5533.891573189007,5411.047353215525,5483.520159507192,4994.536048166815,55
2024-08-26,5486.636776136104,5518.89167505447,5405.777850848316,5476.931739542901,4988.535139981028,55
2024-08-27,5473.434298908757,5565.401158131587,5433.579425786463,5531.862541138419,5038.567575486503,55
2024-08-28,5520.30777316107,5579.0241351740315,5453.543411057149,5496.180404555604,5006.067336177727,55
2024-08-29,5476.1169739775405,5502.41402936616,5301.59308522155,5339.472821574866,4863.333900455531,55
2024-08-30,5322.24657516879,5404.192993184051,5206.046769109282,5276.93356661107,4806.371483202332,55
2024-09-02,5248.922758913621,5370.730031756335,5181.452888604199,5300.164002915541,4827.530382625024,55
2024-09-03,5290.267739290565,5331.420558555703,5122.838112369152,5172.5227186466145,4711.271305066941,55
2024-09-04,5124.203794455621,5185.050452740556,5064.952701756021,5117.734240839999,4661.368501854867,55
2024-09-05,5117.84202615061,5160.525337727077,5040.823893362822,5085.969289184557,4632.436138793099,55
2024-09-06,5083.799539426281,5158.652733533867,5046.447583041391,5062.907909664132,4611.431220787004,55
2024-09-09,5048.791980103702,5081.780076180713,4945.4715294937105,5010.0025570833695,4563.24361813044,55
2024-09-10,5013.394468418413,5102.547520419724,4976.1573552728805,5055.722494394759,4604.886553394525,55
2024-09-11,5031.380728045,5051.924889038184,4872.719030086735,4925.745492224173,4486.500041830758,55
2024-09-12,4926.311565649022,4988.865182528256,4872.392832690914,4942.317000898696,4501.593812809956,55
2024-09-13,4943.126923899459,5006.784142083425,4902.705788962344,4943.760524400215,4502.908612419512,55
2024-09-18,4943.869536552157,5035.774048786187,4922.198673963003,5001.739371400836,4555.717288771998,55
2024-09-19,5008.618087600348,5039.480990275064,4900.719048415886,4987.819613534253,4543.038802977456,55
2024-09-20,4986.627424637587,5047.6396130064095,4946.53262560566,5011.833024822504,4561.054164780942,54
