Date,Open,High,Low,Close,Volume
2010-03-15,2585.1145,2604.4293,2531.4938,2555.8205,
2010-03-16,2557.7045,2595.4900,2537.9487,2580.4785,
2010-03-17,2592.3643,2650.3092,2577.4921,2639.2742,
2010-03-18,2644.1745,2682.1944,2618.1791,2641.6134,
2010-03-19,2647.2393,2685.7340,2620.4451,2664.5234,
2010-03-22,2667.7671,2693.7696,2641.0785,2669.5666,
2010-03-23,2671.7149,2698.4893,2638.7214,2658.0582,
2010-03-24,2662.2887,2703.3503,2639.8506,2672.1800,
2010-03-25,2666.7523,2678.4383,2612.5972,2630.6375,
2010-03-26,2628.2473,2683.2324,2612.9810,2662.1123,
2010-03-29,2682.9715,2749.7862,2664.5638,2723.8136,
2010-03-30,2729.0421,2768.0296,2705.9659,2740.0583,
2010-03-31,2740.9890,2755.7779,2691.4005,2712.4365,
2010-04-01,2716.0938,2774.6593,2705.8430,2754.7355,
2010-04-02,2764.2965,2815.9952,2734.1362,2774.7216,
2010-04-06,2789.2742,2827.1056,2746.1027,2775.5286,
2010-04-07,2775.0496,2803.1775,2737.0376,2774.7595,
2010-04-08,2773.6945,2804.5306,2710.1117,2740.0867,
2010-04-09,2747.5787,2793.0873,2722.7658,2778.7372,
2010-04-12,2794.2736,2830.1156,2729.6943,2771.7962,
2010-04-13,2771.0803,2824.3801,2708.2215,2784.9285,
2010-04-14,2787.9164,2850.6886,2759.3273,2823.6759,
2010-04-15,2825.8258,2866.7320,2788.4395,2820.7528,
2010-04-16,2818.2927,2838.8511,2770.7610,2798.7913,
2010-04-19,2764.5229,2793.3257,2643.3755,2664.8105,
2010-04-20,2660.3245,2723.6616,2602.3918,2675.3992,
2010-04-21,2684.6432,2767.4657,2656.3637,2748.7421,
2010-04-22,2744.0261,2793.7666,2689.3404,2741.9307,
2010-04-23,2740.5562,2807.5513,2686.5920,2731.4911,
2010-04-26,2734.5819,2795.2924,2693.9594,2733.8625,
2010-04-27,2724.9693,2749.9848,2624.9856,2696.6923,
2010-04-28,2667.1227,2740.7377,2622.5782,2687.4968,
2010-04-29,2702.1328,2734.4759,2605.1879,2616.1017,
2010-04-30,2600.0673,2644.5212,2500.0983,2594.0947,
2010-05-04,2545.6498,2631.0811,2521.1998,2588.0337,
2010-05-05,2557.1364,2624.4467,2499.1855,2604.0321,
2010-05-06,2593.3335,2614.3946,2473.9232,2486.7140,
2010-05-07,2433.9008,2489.9976,2375.7316,2419.2627,
2010-05-10,2423.0270,2475.1650,2347.8024,2418.8631,
2010-05-11,2471.3661,2499.5828,2355.2839,2377.4066,
2010-05-12,2365.0890,2415.2290,2295.4290,2364.6957,
2010-05-13,2369.5632,2467.1222,2343.9356,2452.8467,
2010-05-14,2437.9654,2481.7203,2403.2664,2443.0536,
2010-05-17,2405.3536,2438.6017,2291.4015,2311.3369,
2010-05-18,2302.1125,2379.6915,2260.1339,2355.1939,
2010-05-19,2332.3681,2404.7948,2303.4144,2361.0749,
2010-05-20,2340.2268,2412.4912,2306.9290,2331.0901,
2010-05-21,2266.3132,2384.8769,2240.7893,2374.3364,
2010-05-24,2391.1437,2506.2632,2387.3464,2477.2679,
2010-05-25,2458.0354,2490.9834,2410.6014,2436.4143,
2010-05-26,2430.9410,2469.7502,2393.2289,2427.4299,
2010-05-27,2426.0553,2491.9546,2385.4872,2475.1687,
2010-05-28,2500.2107,2527.8990,2451.9034,2482.2134,
2010-05-31,2474.0452,2508.2759,2411.0247,2419.6157,
2010-06-01,2401.9003,2443.3389,2335.1198,2388.1322,
2010-06-02,2389.4952,2438.4181,2344.0396,2414.0219,
2010-06-03,2424.0592,2446.9239,2385.8933,2398.3850,
2010-06-04,2385.3427,2422.9778,2347.4703,2397.9859,
2010-06-07,2353.6511,2396.2311,2312.5131,2352.2572,
2010-06-08,2352.8236,2410.2775,2329.5002,2374.5192,
2010-06-09,2384.4598,2451.1085,2354.4989,2436.9738,
2010-06-10,2421.0123,2459.6617,2394.4775,2418.7463,
2010-06-11,2433.3248,2466.3461,2404.8927,2425.6618,
2010-06-17,2443.1426,2466.0010,2382.2257,2392.6878,
2010-06-18,2385.9710,2414.6881,2302.8172,2326.4343,
2010-06-21,2322.5673,2399.9770,2293.2996,2388.0860,
2010-06-22,2382.5445,2416.2291,2363.4623,2389.7182,
2010-06-23,2378.5990,2409.9129,2339.2656,2374.5108,
2010-06-24,2370.3827,2396.1635,2339.5080,2364.5804,
2010-06-25,2356.8036,2380.9895,2313.2242,2343.2135,
2010-06-28,2340.7035,2368.1345,2296.5262,2315.2817,
2010-06-29,2313.0279,2340.6756,2196.2493,2212.1629,
2010-06-30,2193.6652,2235.1763,2136.9029,2193.0079,
2010-07-01,2195.3022,2225.4662,2141.1894,2158.9644,
2010-07-02,2146.4721,2176.0372,2039.9675,2133.7583,
2010-07-05,2107.0724,2144.5646,2052.5042,2107.8190,
2010-07-06,2097.2687,2183.7165,2087.6379,2167.1484,
2010-07-07,2167.4392,2207.7647,2143.6798,2193.6431,
2010-07-08,2203.4404,2236.3442,2170.6269,2200.8004,
2010-07-09,2202.9053,2312.9154,2169.6167,2284.4810,
2010-07-12,2285.3447,2347.5052,2260.3607,2308.2007,
2010-07-13,2283.8598,2318.2556,2243.5882,2284.1920,
2010-07-14,2289.4624,2348.5267,2266.4872,2293.1267,
2010-07-15,2292.3006,2326.3027,2244.8551,2256.6042,
2010-07-16,2248.5208,2291.5397,2215.0712,2280.0455,
2010-07-19,2256.6594,2369.6277,2240.0547,2349.2268,
2010-07-20,2355.8527,2437.0906,2342.8287,2409.6454,
2010-07-21,2410.9637,2453.7695,2380.6156,2415.4221,
2010-07-22,2409.3737,2461.4700,2393.3444,2445.6772,
2010-07-23,2450.4419,2489.8363,2417.4194,2454.7225,
2010-07-26,2459.8732,2511.2887,2430.0496,2487.8740,
2010-07-27,2479.2962,2512.1503,2443.2518,2472.5855,
2010-07-28,2468.2123,2545.8199,2448.6239,2529.1763,
2010-07-29,2533.5548,2578.4271,2496.8378,2539.3958,
2010-07-30,2532.7877,2557.3288,2488.9537,2525.7735,
2010-08-02,2528.2973,2607.5189,2519.1657,2583.9485,
2010-08-03,2592.0331,2636.1123,2538.6176,2551.5237,
2010-08-04,2546.0259,2598.1431,2500.4292,2577.1105,
2010-08-05,2577.8610,2621.1806,2539.7597,2581.2216,
2010-08-06,2576.2139,2629.9284,2521.0212,2614.7232,
2010-08-09,2613.7134,2674.0803,2594.5929,2649.9009,
2010-08-10,2653.2434,2677.0776,2564.2233,2573.0884,
2010-08-11,2563.5939,2621.2166,2541.3376,2594.2317,
2010-08-12,2566.8906,2623.9906,2528.0893,2562.5845,
2010-08-13,2565.2390,2615.2001,2535.8657,2602.4313,
2010-08-16,2603.8515,2691.3231,2586.0399,2665.4736,
2010-08-17,2671.7885,2716.3202,2643.9877,2688.4917,
2010-08-18,2692.8813,2738.6904,2658.5844,2699.1276,
2010-08-19,2702.2990,2754.6127,2676.9498,2712.0109,
2010-08-20,2700.9289,2718.4920,2618.6050,2637.9096,
2010-08-23,2636.8528,2679.6160,2613.4319,2642.6089,
2010-08-24,2639.0369,2700.8583,2599.5276,2666.5615,
2010-08-25,2651.4097,2687.0522,2600.6095,2612.8287,
2010-08-26,2625.9392,2666.1968,2595.4706,2621.8607,
2010-08-27,2623.0540,2656.4770,2587.7791,2642.4276,
2010-08-30,2658.0154,2733.0107,2645.5008,2714.1030,
2010-08-31,2706.4028,2751.7351,2677.8614,2718.0451,
2010-09-01,2722.8383,2764.1544,2656.7405,2693.4408,
2010-09-02,2719.1597,2791.5478,2691.1456,2756.3693,
2010-09-03,2761.8469,2823.1831,2711.6654,2769.2381,
2010-09-06,2782.4319,2848.5199,2748.5642,2795.7771,
2010-09-07,2800.8711,2845.4573,2763.1327,2812.9597,
2010-09-08,2800.0110,2866.7440,2773.7216,2845.4234,
2010-09-09,2855.5611,2887.1302,2773.5654,2791.2212,
2010-09-10,2794.6888,2855.5160,2748.9308,2826.2493,
2010-09-13,2831.9332,2895.7997,2811.5559,2859.0926,
2010-09-14,2869.5699,2919.5417,2829.4262,2872.6117,
2010-09-15,2875.0414,2894.6358,2793.4036,2812.0432,
2010-09-16,2807.9585,2832.8311,2707.9204,2751.5688,
2010-09-17,2755.8806,2823.2675,2719.3843,2778.9535,
2010-09-20,2783.3077,2829.1734,2718.2898,2763.8671,
2010-09-21,2769.0573,2817.9590,2730.4940,2779.6641,
2010-09-27,2801.4503,2877.2422,2769.5700,2855.4598,
2010-09-28,2849.6176,2918.6365,2804.2851,2870.7479,
2010-09-29,2866.7289,2907.0980,2812.8812,2843.3324,
2010-09-30,2829.1798,2903.8246,2808.0487,2880.4277,
2010-10-08,2908.0529,3024.4605,2884.8538,2981.0614,
2010-10-11,2992.6296,3071.4945,2878.0031,2947.1291,
2010-10-12,2932.4692,3014.9676,2872.1208,2956.3093,
2010-10-13,2953.7636,3009.9754,2870.2902,2948.3690,
2010-10-14,2961.6481,3006.0397,2841.9807,2879.0500,
2010-10-15,2866.6116,2991.2564,2822.5498,2930.5831,
2010-10-18,2928.5781,3008.7614,2800.1606,2907.1326,
2010-10-19,2903.7590,3022.6457,2868.6120,2998.2985,
2010-10-20,2948.9801,3129.5915,2915.7138,3059.5633,
2010-10-21,3074.2772,3149.9616,3017.3543,3084.9287,
2010-10-22,3080.7199,3169.3364,3034.9923,3110.4701,
2010-10-25,3116.8113,3224.3490,3079.4119,3189.9192,
2010-10-26,3194.2533,3260.5875,3118.6042,3198.0654,
2010-10-27,3195.4309,3282.9864,3097.1642,3133.1103,
2010-10-28,3124.3721,3190.9694,3074.5215,3128.2129,
2010-10-29,3127.6652,3195.1673,3070.1056,3151.2342,
2010-11-01,3164.7041,3264.1479,3131.7882,3235.2796,
2010-11-02,3238.1008,3292.1317,3157.3135,3191.8782,
2010-11-03,3190.5812,3253.7909,3103.9649,3136.0241,
2010-11-04,3140.4917,3245.9603,3111.4425,3220.6778,
2010-11-05,3257.5627,3320.6322,3186.4164,3244.2157,
2010-11-08,3256.2011,3322.1065,3195.0826,3274.5945,
2010-11-09,3273.7025,3356.1478,3224.9880,3315.8072,
2010-11-10,3311.7109,3438.9051,3259.8827,3358.3693,
2010-11-11,3344.6386,3421.2056,3291.4576,3313.0097,
2010-11-12,3286.8514,3346.8035,3077.8995,3109.2719,
2010-11-15,3117.4857,3242.3888,3075.5940,3218.1933,
2010-11-16,3216.0971,3283.2522,3050.7329,3115.1929,
2010-11-17,3070.2589,3123.1966,2924.4534,2967.8430,
2010-11-18,2980.8456,3058.9524,2930.0783,3010.5339,
2010-11-19,3030.8719,3097.4704,2953.4451,3077.0005,
2010-11-22,3058.0189,3172.2698,3023.8320,3104.1763,
2010-11-23,3093.2735,3129.0876,2985.1136,3062.8371,
2010-11-24,3041.9042,3188.9626,3029.5729,3161.8329,
2010-11-25,3183.6934,3247.1138,3133.6075,3190.2555,
2010-11-26,3181.6184,3231.9753,3123.9442,3181.7593,
2010-11-29,3183.1172,3265.2398,3133.1030,3219.2363,
2010-11-30,3216.1823,3258.3137,3039.1918,3148.6534,
2010-12-01,3139.8787,3181.7610,3079.9221,3117.7157,
2010-12-02,3157.3261,3205.2368,3096.1987,3121.7059,
2010-12-03,3127.0117,3160.0604,3058.2930,3096.8629,
2010-12-06,3109.3157,3150.6848,3023.9730,3069.6070,
2010-12-07,3059.9996,3146.1646,3005.2219,3119.5161,
2010-12-08,3120.0648,3180.9266,3080.5838,3113.2931,
2010-12-09,3093.3670,3123.0345,3015.0813,3036.4070,
2010-12-10,3019.8457,3094.4820,2983.4672,3063.9209,
2010-12-13,3079.0727,3165.1775,3057.6479,3142.3408,
2010-12-14,3150.1057,3198.9893,3111.8882,3155.4641,
2010-12-15,3158.0308,3196.5689,3110.0065,3137.7473,
2010-12-16,3142.4801,3192.7990,3110.0320,3137.9864,
2010-12-17,3136.2600,3174.1827,3092.3248,3131.8826,
2010-12-20,3139.6153,3173.2217,2986.8184,3063.2760,
2010-12-21,3064.5210,3117.8959,3011.3112,3073.7320,
2010-12-22,3074.4440,3118.7935,3022.3163,3054.1577,
2010-12-23,3053.3384,3100.7900,2997.8796,3022.3336,
2010-12-24,3014.0160,3043.8019,2937.5515,2976.7826,
2010-12-27,2984.7022,3041.4075,2868.6320,2898.2593,
2010-12-28,2879.4138,2927.1604,2801.8463,2853.9233,
2010-12-29,2856.5855,2918.1402,2830.3399,2904.7591,
2010-12-30,2906.0123,2957.8058,2865.5899,2928.3829,
2010-12-31,2934.4035,3005.5009,2914.4652,2987.2399,
2011-01-04,3003.5210,3046.5522,2943.7038,3008.1440,
2011-01-05,2997.8373,3033.0196,2934.3651,2967.9977,
2011-01-06,2979.8626,3031.1109,2927.7913,2963.7979,
2011-01-07,2961.4525,3014.1797,2915.8963,2952.3689,
2011-01-10,2956.9981,2986.6257,2855.9038,2881.3984,
2011-01-11,2872.4531,2907.2298,2817.1248,2863.8579,
2011-01-12,2869.2327,2904.6601,2825.5754,2877.0037,
2011-01-13,2885.4682,2936.3767,2854.3642,2901.7738,
2011-01-14,2895.9246,2919.7196,2833.5041,2871.5322,
2011-01-17,2846.4835,2882.4863,2728.2662,2749.0245,
2011-01-18,2741.1524,2798.2359,2691.3058,2769.6947,
2011-01-19,2768.2468,2838.6664,2742.0697,2825.0449,
2011-01-20,2821.4041,2841.3234,2704.1601,2718.1571,
2011-01-21,2702.6917,2771.2860,2659.5351,2709.7368,
2011-01-24,2711.2125,2739.1828,2616.3354,2649.1681,
2011-01-25,2643.7406,2679.2640,2589.7254,2632.2278,
2011-01-26,2638.0542,2702.0736,2621.1954,2676.1730,
2011-01-27,2662.1961,2752.7869,2633.2215,2722.0409,
2011-01-28,2720.1849,2789.9772,2701.0505,2767.5219,
2011-01-31,2763.3259,2823.8825,2738.7242,2796.5622,
2011-02-01,2797.6835,2836.3760,2765.6124,2802.3922,
2011-02-09,2784.8780,2835.6964,2732.2723,2763.8226,
2011-02-10,2761.1789,2872.8067,2733.0448,2857.4779,
2011-02-11,2861.5208,2941.1707,2832.9169,2890.8414,
2011-02-14,2897.7637,2995.8309,2884.3498,2964.3298,
2011-02-15,2973.0843,3040.9924,2941.4707,2975.5565,
2011-02-16,2976.0858,3043.4539,2938.8451,3015.2298,
2011-02-17,3029.6354,3071.2975,2962.7866,3005.4175,
2011-02-18,3001.3125,3040.1341,2938.1582,2978.0307,
2011-02-21,2956.4285,3040.6022,2936.9610,3024.5436,
2011-02-22,3029.1942,3061.2834,2917.7994,2935.8670,
2011-02-23,2928.3262,2993.8355,2893.7154,2956.9407,
2011-02-24,2951.5636,3005.2668,2912.5227,2969.4925,
2011-02-25,2973.1509,3007.9413,2919.1333,2966.0346,
2011-02-28,2969.5249,3033.7424,2923.5993,3007.9518,
2011-03-01,3012.9316,3063.6949,2972.8512,3018.7466,
2011-03-02,3006.9147,3038.7564,2947.5134,3005.0963,
2011-03-03,3007.2363,3053.0003,2932.2324,2954.8913,
2011-03-04,2954.0436,3005.9912,2917.7262,2984.1109,
2011-03-07,2994.1676,3058.3411,2966.6771,3025.0975,
2011-03-08,3025.1330,3065.8799,2980.9684,3039.1087,
2011-03-09,3046.7713,3079.1421,2998.9163,3029.0976,
2011-03-10,3027.8282,3078.4499,2975.2722,3010.9012,
2011-03-11,2996.4187,3049.6459,2964.8038,2990.5310,
2011-03-14,2980.4026,3048.9667,2947.4542,3023.6522,
2011-03-15,3015.0992,3034.3391,2888.8758,2966.7922,
2011-03-16,2964.8083,3022.8166,2938.8231,2993.8505,
2011-03-17,2969.8914,3002.9020,2905.9575,2936.9300,
2011-03-18,2960.5391,2994.6899,2924.2403,2947.4665,
2011-03-21,2949.2440,2993.6482,2897.6912,2932.9315,
2011-03-22,2942.5048,2986.7257,2880.2165,2940.1838,
2011-03-23,2945.1918,3015.8102,2919.0668,2990.8289,
2011-03-24,2994.5408,3038.9822,2954.6748,2984.6780,
2011-03-25,2990.2092,3053.5451,2966.1540,3015.4321,
2011-03-28,3026.4230,3080.9235,2966.0882,2995.7579,
2011-03-29,2992.6587,3018.5380,2896.2251,2917.7176,
2011-03-30,2914.7880,2992.5188,2881.8631,2942.2517,
2011-03-31,2945.0804,2985.7121,2886.5787,2919.6864,
2011-04-01,2928.5523,2974.6479,2881.3648,2944.7124,
2011-04-06,2935.8752,2994.8918,2884.3058,2948.3486,
2011-04-07,2950.9723,3007.7804,2913.5050,2976.5104,
2011-04-08,2975.3025,3049.5195,2946.5314,3023.8005,
2011-04-11,3036.9007,3096.1345,2988.4267,3014.7173,
2011-04-12,3009.0203,3056.2998,2951.1904,2989.8162,
2011-04-13,2979.4105,3026.1249,2933.6817,3012.7765,
2011-04-14,3018.2986,3042.7561,2958.2560,2981.4696,
2011-04-15,2975.8821,3011.3415,2927.5426,2965.8946,
2011-04-18,2954.5035,2990.2724,2891.4647,2936.6112,
2011-04-19,2919.9275,2952.6843,2848.2582,2886.7424,
2011-04-20,2885.2412,2945.4142,2842.4738,2904.7786,
2011-04-21,2914.7999,2979.9340,2886.8919,2944.3987,
2011-04-22,2949.0874,2998.7667,2913.3830,2951.0801,
2011-04-25,2945.0337,2969.3111,2856.7118,2888.1574,
2011-04-26,2885.3511,2923.4068,2832.6248,2862.5632,
2011-04-27,2876.0929,2906.8833,2807.2165,2836.2287,
2011-04-28,2845.8377,2867.5565,2733.5023,2749.1727,
2011-04-29,2750.5578,2822.5452,2736.3426,2810.7954,
2011-05-03,2813.1465,2853.7222,2764.6134,2827.9793,
2011-05-04,2814.9739,2849.0634,2732.7631,2756.2338,
2011-05-05,2745.8617,2785.8375,2697.1801,2744.5065,
2011-05-06,2715.2707,2787.2725,2678.9138,2758.4422,
2011-05-09,2761.5509,2830.4662,2742.1603,2785.4510,
2011-05-10,2788.9640,2826.6676,2754.0431,2796.4387,
2011-05-11,2798.9732,2837.2318,2762.8799,2795.9951,
2011-05-12,2775.4854,2812.2524,2728.8647,2747.0431,
2011-05-13,2746.7867,2786.5932,2697.2114,2757.9198,
2011-05-16,2756.6852,2784.2002,2702.2354,2721.7428,
2011-05-17,2718.0787,2779.8973,2672.8784,2729.7166,
2011-05-18,2721.4239,2775.0904,2701.2145,2749.8984,
2011-05-19,2758.1192,2790.7969,2718.9332,2738.5576,
2011-05-20,2743.9754,2772.6043,2710.5987,2734.1712,
2011-05-23,2732.4980,2751.7426,2630.9797,2646.3649,
2011-05-24,2631.3099,2692.2883,2591.3868,2668.3035,
2011-05-25,2659.7865,2708.0064,2618.2753,2648.0829,
2011-05-26,2668.1111,2705.9421,2610.3869,2625.3104,
2011-05-27,2622.4476,2659.0043,2548.6996,2591.4471,
2011-05-30,2579.7140,2627.8275,2524.2601,2567.4517,
2011-05-31,2574.3219,2657.2219,2538.8850,2636.9745,
2011-06-01,2634.0324,2679.8209,2607.8275,2654.6156,
2011-06-02,2616.9004,2668.7414,2579.1389,2631.9964,
2011-06-03,2628.3902,2695.3919,2615.8263,2668.6509,
2011-06-07,2666.6229,2722.7039,2636.2642,2689.6292,
2011-06-08,2685.3720,2718.7186,2636.0984,2696.8747,
2011-06-09,2690.8602,2720.6940,2624.7165,2637.1838,
2011-06-10,2632.0465,2679.7514,2585.4195,2645.0720,
2011-06-13,2621.3196,2663.9792,2587.0340,2635.3341,
2011-06-14,2636.6663,2715.0187,2614.8114,2685.0676,
2011-06-15,2680.4597,2716.1266,2642.0673,2653.0933,
2011-06-16,2625.2689,2663.4256,2584.5225,2604.9885,
2011-06-17,2599.3946,2634.4966,2536.9167,2554.8511,
2011-06-20,2550.1177,2581.3494,2501.4060,2534.9180,
2011-06-21,2546.5149,2607.5294,2520.4980,2581.4070,
2011-06-22,2586.1568,2624.2204,2556.8004,2588.5683,
2011-06-23,2581.2098,2681.5348,2559.7066,2664.4147,
2011-06-24,2656.8593,2772.4077,2640.7667,2724.0739,
2011-06-27,2722.3895,2776.5874,2692.1396,2733.4711,
2011-06-28,2734.9313,2789.0631,2691.6503,2761.3830,
2011-06-29,2758.7450,2783.4194,2715.8327,2725.2632,
2011-06-30,2723.6668,2790.4898,2712.2798,2760.9606,
2011-07-01,2770.5350,2807.6849,2740.4279,2767.2299,
2011-07-04,2779.5090,2864.6228,2765.4370,2842.4835,
2011-07-05,2847.1950,2885.1682,2813.3868,2859.3250,
2011-07-06,2854.2864,2895.9743,2815.5782,2870.1495,
2011-07-07,2869.0245,2920.9531,2827.0044,2850.0651,
2011-07-08,2852.0468,2894.1499,2814.6202,2851.5710,
2011-07-11,2842.1888,2910.4950,2816.4955,2882.4047,
2011-07-12,2854.9006,2893.6415,2817.8553,2841.7518,
2011-07-13,2842.1157,2909.6353,2830.1224,2892.4439,
2011-07-14,2902.3908,2946.1062,2866.1429,2907.5398,
2011-07-15,2905.7539,2963.6002,2879.9336,2930.5354,
2011-07-18,2939.1810,2982.7422,2889.9011,2918.0019,
2011-07-19,2906.8850,2932.4912,2853.8510,2885.5665,
2011-07-20,2904.1619,2929.3226,2843.2832,2879.8541,
2011-07-21,2880.6405,2914.4275,2833.7496,2856.8189,
2011-07-22,2862.6793,2907.3726,2839.4114,2874.6367,
2011-07-25,2855.6445,2883.4338,2758.1030,2783.9193,
2011-07-26,2778.8807,2817.8660,2742.5931,2787.5291,
2011-07-27,2771.0070,2833.4096,2746.8267,2818.2615,
2011-07-28,2791.2800,2842.3223,2751.5872,2805.9654,
2011-07-29,2802.8052,2835.9632,2749.8405,2771.6692,
2011-08-01,2767.5322,2818.2707,2738.3348,2780.7337,
2011-08-02,2765.1485,2792.8733,2706.6378,2767.0457,
2011-08-03,2741.0732,2802.8792,2723.4736,2772.2894,
2011-08-04,2783.8271,2826.8318,2761.3761,2790.6359,
2011-08-05,2704.8587,2786.6361,2679.3624,2748.0546,
2011-08-08,2702.8632,2759.5020,2568.4201,2650.3654,
2011-08-09,2569.7822,2694.4980,2516.4397,2655.6333,
2011-08-10,2705.4166,2743.0012,2662.7886,2682.7038,
2011-08-11,2636.4534,2737.4841,2617.8706,2719.7527,
2011-08-12,2736.8568,2788.6800,2707.2377,2741.3777,
2011-08-15,2749.0870,2807.9843,2719.8531,2788.1473,
2011-08-16,2795.9993,2821.2677,2742.7760,2766.6405,
2011-08-17,2758.7716,2790.3961,2733.8174,2745.9980,
2011-08-18,2746.1649,2772.3580,2684.4600,2694.0621,
2011-08-19,2645.6321,2693.4888,2615.9761,2665.5833,
2011-08-22,2666.5745,2702.5669,2592.0807,2617.0452,
2011-08-23,2627.6567,2666.6725,2599.0802,2652.8167,
2011-08-24,2670.1635,2703.1436,2631.5990,2650.9767,
2011-08-25,2655.8340,2725.9635,2628.3728,2713.7493,
2011-08-26,2702.9212,2738.0979,2679.4389,2714.3435,
2011-08-29,2699.9961,2728.5741,2659.3663,2687.7304,
2011-08-30,2710.0234,2737.3439,2654.4197,2665.9422,
2011-08-31,2666.1360,2694.1507,2633.5430,2667.4371,
2011-09-01,2675.4999,2694.2520,2629.4023,2644.2068,
2011-09-02,2636.4465,2665.3861,2598.3823,2621.7672,
2011-09-05,2598.0583,2610.2619,2530.8727,2543.5435,
2011-09-06,2527.0018,2549.6009,2474.8827,2500.0071,
2011-09-07,2517.3976,2566.3585,2497.3182,2553.8103,
2011-09-08,2565.7414,2582.2073,2516.3251,2527.9626,
2011-09-09,2536.1810,2574.4176,2489.4702,2511.8470,
2011-09-13,2467.6334,2499.3692,2423.4844,2466.1018,
2011-09-14,2473.5560,2493.1483,2406.8211,2471.4318,
2011-09-15,2473.2598,2511.5272,2455.0112,2474.0012,
2011-09-16,2489.6246,2514.2272,2461.0872,2479.3345,
2011-09-19,2471.7883,2477.5265,2419.0881,2429.6992,
2011-09-20,2422.8018,2465.4988,2400.2099,2441.0375,
2011-09-21,2442.8473,2553.1847,2421.8831,2528.6019,
2011-09-22,2500.8532,2522.1528,2438.9483,2447.3270,
2011-09-23,2401.1628,2452.7860,2364.0210,2424.8727,
2011-09-26,2398.7450,2449.6763,2364.1069,2378.4737,
2011-09-27,2403.5795,2431.9038,2369.9622,2404.5904,
2011-09-28,2422.7806,2441.3280,2371.1434,2384.5358,
2011-09-29,2362.9049,2397.7864,2324.8975,2347.4066,
2011-09-30,2359.2872,2379.5621,2310.7804,2342.3956,
2011-10-10,2351.5574,2372.0900,2295.6326,2309.8457,
2011-10-11,2364.5690,2383.4174,2229.9672,2266.9603,
2011-10-12,2253.5908,2350.9015,2218.7102,2337.3328,
2011-10-13,2334.5276,2394.0779,2314.4375,2360.5018,
2011-10-14,2354.2554,2378.7631,2315.0900,2345.3030,
2011-10-17,2351.2106,2398.6636,2332.0595,2369.1574,
2011-10-18,2348.1620,2369.2233,2281.4813,2292.5776,
2011-10-19,2301.1448,2328.3340,2254.5442,2271.5354,
2011-10-20,2258.0644,2270.1101,2162.8040,2193.3103,
2011-10-21,2189.5761,2217.0519,2139.5317,2167.7677,
2011-10-24,2176.8545,2238.8984,2137.4777,2224.1585,
2011-10-25,2225.2958,2309.3407,2198.8370,2284.0502,
2011-10-26,2274.5354,2356.8583,2261.5252,2315.3050,
2011-10-27,2322.4561,2349.6217,2292.6281,2313.6984,
2011-10-28,2349.5283,2404.1840,2335.9910,2374.6972,
2011-10-31,2370.2953,2395.8801,2334.5481,2363.7129,
2011-11-01,2339.7563,2391.1500,2323.1981,2356.5771,
2011-11-02,2318.4832,2381.3955,2288.0841,2374.7193,
2011-11-03,2384.5569,2442.5054,2367.1835,2391.3692,
2011-11-04,2416.5630,2445.7339,2386.5853,2408.5165,
2011-11-07,2402.1796,2435.1173,2374.2271,2394.4398,
2011-11-08,2406.7206,2433.2731,2374.1738,2390.7105,
2011-11-09,2403.8679,2429.4222,2365.6063,2413.1653,
2011-11-10,2386.4477,2406.9736,2355.4717,2368.1067,
2011-11-11,2372.5717,2398.3607,2338.4124,2359.5750,
2011-11-14,2380.3919,2417.6365,2365.4005,2409.1595,
2011-11-15,2405.9950,2432.1396,2375.7592,2400.3630,
2011-11-16,2402.0422,2411.7199,2322.8328,2339.1457,
2011-11-17,2338.6556,2367.2516,2315.5536,2334.9735,
2011-11-18,2316.1235,2328.1943,2260.5176,2274.0816,
2011-11-21,2272.9825,2300.8243,2241.7957,2275.7171,
2011-11-22,2258.5648,2296.7471,2236.0796,2285.0047,
2011-11-23,2288.2601,2309.9210,2255.6461,2272.8824,
2011-11-24,2255.7370,2292.5250,2230.8117,2269.9637,
2011-11-25,2272.6544,2310.9734,2247.0078,2272.2894,
2011-11-28,2279.6212,2306.4359,2243.0919,2276.1302,
2011-11-29,2294.4963,2318.1016,2266.0909,2300.3871,
2011-11-30,2297.3824,2307.4432,2200.7592,2221.6646,
2011-12-01,2284.3950,2313.5856,2248.8287,2267.0383,
2011-12-02,2255.8874,2274.7179,2217.1297,2236.1664,
2011-12-05,2237.6404,2247.9988,2156.4969,2171.0035,
2011-12-06,2163.0681,2193.8686,2134.1958,2172.6485,
2011-12-07,2171.9981,2196.5150,2157.8802,2180.0678,
2011-12-08,2174.1532,2209.8191,2138.5576,2171.6752,
2011-12-09,2148.6745,2174.7220,2116.0611,2135.1092,
2011-12-12,2131.2600,2144.6263,2098.4393,2107.4189,
2011-12-13,2089.4731,2100.9450,2040.0718,2050.7982,
2011-12-14,2043.5360,2070.7804,2007.8662,2022.5488,
2011-12-15,2001.8149,2017.3495,1934.1031,1955.6282,
2011-12-16,1955.0676,2010.7349,1934.6946,2004.0749,
2011-12-19,1984.8883,2005.0566,1924.9141,1985.6647,
2011-12-20,1977.2196,2020.8765,1958.2917,1983.7402,
2011-12-21,2002.1246,2022.3517,1930.7748,1942.3010,
2011-12-22,1923.7281,1985.3385,1892.2595,1961.0952,
2011-12-23,1953.6404,2021.1539,1941.3865,1986.2236,
