Date,MA20,MA50,MA100,MA200
2011-07-07,3100.1783,3147.1696,3261.9395,3264.5347
2011-07-08,3107.7881,3145.0958,3260.8030,3265.1862
2011-07-11,3116.2047,3144.0918,3259.7233,3265.8696
2011-07-12,3119.4786,3141.2843,3257.7427,3266.5438
2011-07-13,3126.8755,3139.1163,3256.2992,3267.4414
2011-07-14,3137.1168,3138.8418,3255.3056,3268.2344
2011-07-15,3149.3509,3138.8990,3253.9721,3269.0813
2011-07-18,3162.1519,3138.9238,3253.5485,3270.1635
2011-07-19,3171.7674,3138.2080,3252.7257,3271.3901
2011-07-20,3181.2243,3136.9335,3251.6986,3272.5797
2011-07-21,3186.4703,3135.1568,3250.2673,3273.6614
2011-07-22,3188.5643,3134.4620,3248.4940,3274.7494
2011-07-25,3185.0398,3131.1587,3245.5317,3275.0763
2011-07-26,3181.7344,3128.6224,3242.7872,3275.5768
2011-07-27,3181.7282,3126.2249,3240.4960,3276.2241
2011-07-28,3178.4677,3122.9509,3237.5020,3276.4589
2011-07-29,3174.4537,3119.8799,3233.7560,3276.0860
2011-08-01,3166.9984,3116.9056,3230.0377,3275.2840
2011-08-02,3158.4134,3115.5289,3226.0844,3274.1659
2011-08-03,3150.2047,3114.0540,3222.7212,3272.8083
2011-08-04,3142.8987,3113.4332,3219.7541,3271.4448
2011-08-05,3131.9550,3111.7596,3215.9763,3269.2212
2011-08-08,3115.4532,3108.2576,3211.7380,3266.5739
2011-08-09,3102.0827,3105.0261,3207.0867,3263.5895
2011-08-10,3087.5023,3101.3581,3203.2316,3260.6295
2011-08-11,3074.6429,3098.5209,3199.6268,3258.0054
2011-08-12,3061.5411,3096.8602,3196.1979,3255.4044
2011-08-15,3050.9612,3095.4448,3193.0447,3252.4938
2011-08-16,3040.7519,3093.2395,3189.2478,3249.5558
2011-08-17,3030.1287,3090.7043,3185.4715,3246.8795
2011-08-18,3018.5065,3088.2725,3180.7146,3243.9677
2011-08-19,3005.0527,3085.0834,3175.7233,3241.0100
2011-08-22,2995.2078,3081.5163,3170.7601,3237.4172
2011-08-23,2987.1059,3077.9491,3166.2632,3234.0987
2011-08-24,2977.2853,3074.7843,3161.9916,3230.9445
2011-08-25,2973.2977,3074.5003,3158.1788,3227.9643
2011-08-26,2969.6357,3074.6875,3153.9426,3224.7624
2011-08-29,2963.1804,3074.2309,3149.0681,3221.1667
2011-08-30,2957.2558,3072.8391,3143.7801,3217.6411
2011-08-31,2951.6698,3071.5616,3138.7501,3214.2699
2011-09-01,2945.1700,3069.0171,3133.6624,3210.7792
2011-09-02,2940.3344,3064.3944,3127.7898,3208.2574
2011-09-05,2937.7463,3058.3444,3121.4875,3205.3061
2011-09-06,2933.8760,3051.7619,3114.9176,3202.9999
2011-09-07,2931.5488,3047.1917,3108.9192,3201.3213
2011-09-08,2925.8222,3041.2387,3103.3409,3199.2962
2011-09-09,2919.4000,3035.0650,3097.7113,3197.0856
2011-09-13,2909.1881,3026.7611,3091.5398,3194.7515
2011-09-14,2900.6884,3018.7117,3085.6811,3192.8183
2011-09-15,2892.5767,3010.7601,3080.3011,3190.5031
2011-09-16,2887.3953,3003.1593,3075.1644,3187.9734
2011-09-19,2880.7602,2994.2722,3069.6840,3185.3089
2011-09-20,2876.2155,2985.5206,3064.8062,3182.7239
2011-09-21,2873.6320,2979.6105,3060.4474,3180.8326
2011-09-22,2867.2067,2970.9168,3055.0165,3178.5053
2011-09-23,2855.0951,2961.6916,3050.2667,3175.9958
2011-09-26,2840.0925,2950.9842,3044.9416,3173.1677
2011-09-27,2828.9850,2940.9641,3039.9440,3170.4406
2011-09-28,2817.0393,2930.9478,3034.5779,3167.3928
2011-09-29,2803.6755,2920.5420,3028.7378,3164.3763
2011-09-30,2790.5907,2910.6652,3022.9110,3161.5752
2011-10-10,2777.8377,2900.1038,3017.2829,3158.4491
2011-10-11,2767.9240,2891.4981,3011.3284,3154.7847
2011-10-12,2763.8651,2884.6142,3006.6183,3151.5562
2011-10-13,2757.8450,2877.6384,3001.9317,3148.5327
2011-10-14,2752.5566,2870.8742,2996.9126,3145.5514
2011-10-17,2748.2078,2864.5666,2992.2233,3142.6640
2011-10-18,2741.5891,2856.5974,2986.7515,3139.6332
2011-10-19,2733.8357,2848.8806,2982.2048,3136.1891
2011-10-20,2723.0594,2839.9020,2976.9780,3132.5978
2011-10-21,2711.3742,2830.5495,2971.9913,3129.0798
2011-10-24,2706.0718,2823.9190,2967.8393,3126.0499
2011-10-25,2702.7426,2820.4364,2964.3470,3123.5989
2011-10-26,2696.5742,2817.4071,2961.2166,3121.5664
2011-10-27,2695.1163,2813.9624,2957.6603,3119.4767
2011-10-28,2697.1597,2810.6983,2954.6096,3117.6417
2011-10-31,2701.5209,2806.9761,2951.9181,3115.4042
2011-11-01,2704.6036,2802.4211,2948.9329,3112.8608
2011-11-02,2711.4150,2799.2130,2946.2263,3110.6217
2011-11-03,2719.4827,2796.2836,2943.4940,3108.4752
2011-11-04,2728.9090,2794.8263,2941.5494,3106.3932
2011-11-07,2738.1685,2793.3501,2939.2167,3104.4711
2011-11-08,2747.2496,2792.3148,2936.9156,3102.4183
2011-11-09,2752.7736,2790.8812,2934.4152,3100.3992
2011-11-10,2754.6853,2788.5984,2931.6914,3098.1166
2011-11-11,2756.8155,2784.2813,2929.3908,3096.0656
2011-11-14,2761.1178,2781.1595,2927.9235,3094.9072
2011-11-15,2768.9974,2778.9242,2926.5776,3093.7033
2011-11-16,2773.4956,2775.3765,2924.1078,3091.7667
2011-11-17,2780.8078,2771.5572,2921.5594,3090.3057
2011-11-18,2785.9044,2766.8432,2917.9301,3088.3576
2011-11-21,2787.6109,2762.8296,2913.6120,3086.5771
2011-11-22,2786.7866,2760.0525,2909.1984,3084.8759
2011-11-23,2783.2910,2757.1731,2904.4675,3082.8376
2011-11-24,2779.7478,2753.2420,2900.2168,3080.5763
2011-11-25,2772.5618,2749.3941,2895.3164,3078.1641
2011-11-28,2766.2574,2745.7191,2890.3920,3075.5636
2011-11-29,2761.6599,2743.4098,2885.0855,3073.1413
2011-11-30,2750.2455,2739.0359,2878.8738,3070.4570
2011-12-01,2741.9411,2736.0294,2873.3947,3067.7668
2011-12-02,2731.2724,2732.3771,2867.7682,3064.8539
2011-12-05,2720.1685,2729.1134,2861.6928,3061.2479
2011-12-06,2709.2450,2725.5266,2855.5236,3057.6235
2011-12-07,2697.6987,2720.5079,2850.0592,3053.9010
2011-12-08,2688.6760,2717.1861,2844.0515,3050.1753
2011-12-09,2678.7773,2713.7542,2837.7229,3046.5143
2011-12-12,2664.6941,2711.0001,2830.9921,3042.4821
2011-12-13,2648.0145,2706.5360,2823.7501,3038.6493
2011-12-14,2633.9245,2702.1306,2816.5392,3034.6325
2011-12-15,2617.3235,2697.0164,2808.7792,3030.2389
2011-12-16,2606.1416,2693.0636,2801.8644,3026.0658
2011-12-19,2594.4992,2689.4942,2794.7990,3021.6465
2011-12-20,2582.4884,2685.8782,2788.6882,3017.1099
2011-12-21,2569.8320,2679.5599,2782.0870,3012.4371
2011-12-22,2557.0372,2672.9189,2775.2787,3007.8873
2011-12-23,2546.1426,2666.8285,2768.8514,3003.1767
2011-12-26,2533.8625,2659.9810,2762.2738,2998.0149
2011-12-27,2518.1762,2654.0447,2755.3210,2992.6794
2011-12-28,2507.1380,2648.3568,2748.6187,2987.3516
2011-12-29,2493.0682,2644.0329,2741.9674,2982.3443
2011-12-30,2482.1344,2640.6811,2735.6153,2977.6847
2012-01-04,2470.6284,2634.9360,2729.4275,2972.7019
2012-01-05,2458.2279,2627.7207,2724.0786,2967.9083
2012-01-06,2445.9473,2620.2572,2718.8321,2962.9594
2012-01-09,2437.8630,2614.2849,2714.1236,2958.6776
2012-01-10,2434.9633,2608.8757,2709.7870,2954.7069
2012-01-11,2432.7886,2603.5072,2705.2417,2950.7198
2012-01-12,2433.4755,2598.0848,2700.2529,2946.6488
2012-01-13,2433.3127,2590.8897,2695.0514,2942.1496
2012-01-16,2433.5638,2582.6489,2689.4663,2937.4689
2012-01-17,2437.2057,2576.3822,2685.6042,2933.1594
2012-01-18,2439.1581,2569.8900,2681.6201,2928.6717
2012-01-19,2443.8755,2564.5286,2678.4217,2924.5909
2012-01-20,2452.4016,2559.4111,2675.1461,2920.7047
2012-01-30,2458.5711,2554.4732,2671.5358,2916.7637
2012-01-31,2464.0026,2549.7034,2666.9924,2912.5856
2012-02-01,2468.8238,2543.0634,2662.1114,2908.0270
2012-02-02,2478.1881,2537.7209,2658.3226,2903.6953
2012-02-03,2488.4289,2534.3301,2654.8533,2899.3167
2012-02-06,2498.4010,2531.0702,2651.3137,2895.0319
2012-02-07,2504.2000,2527.9994,2647.4213,2890.5419
2012-02-08,2516.0599,2526.3157,2644.5726,2886.1812
2012-02-09,2529.1266,2524.6567,2642.3546,2881.9211
2012-02-10,2541.6858,2523.6151,2640.3941,2877.6559
2012-02-13,2550.1307,2522.4380,2637.8400,2873.3796
2012-02-14,2553.9943,2521.4487,2635.4214,2869.3811
2012-02-15,2559.8858,2520.9586,2633.3388,2865.5251
2012-02-16,2565.0977,2519.4598,2631.4348,2861.4873
2012-02-17,2572.4755,2519.7817,2629.4088,2857.5450
2012-02-20,2582.5561,2518.8949,2627.4621,2853.8816
2012-02-21,2587.8196,2519.0011,2625.6891,2850.4268
2012-02-22,2596.8786,2520.5741,2624.8437,2847.2639
2012-02-23,2604.0057,2522.4329,2623.9797,2844.3930
2012-02-24,2611.4439,2524.9091,2622.7085,2841.5780
2012-02-27,2621.5654,2527.6289,2622.4075,2838.7120
2012-02-28,2631.8083,2530.9158,2622.3350,2836.3008
2012-02-29,2642.4103,2534.1499,2622.5750,2833.7583
2012-03-01,2650.0129,2538.5203,2622.5282,2831.2361
2012-03-02,2658.9969,2544.3591,2623.2449,2828.9114
2012-03-05,2667.1819,2551.0135,2624.0150,2826.3764
2012-03-06,2675.6109,2555.7871,2624.4253,2823.6682
2012-03-07,2679.4749,2560.3059,2624.9001,2821.0915
2012-03-08,2684.9819,2565.6542,2625.7662,2818.5473
2012-03-09,2691.7354,2572.3764,2625.9682,2816.2932
2012-03-12,2698.0620,2578.8480,2625.8834,2813.9075
2012-03-13,2706.2770,2585.5024,2626.1655,2811.5390
2012-03-14,2709.1452,2591.0716,2625.5263,2808.8748
2012-03-15,2711.7023,2596.8703,2625.4575,2806.1045
2012-03-16,2716.1690,2603.3941,2625.8755,2804.0401
2012-03-19,2720.7840,2609.9812,2627.0070,2801.9925
2012-03-20,2721.9209,2614.9158,2627.7984,2799.8949
2012-03-21,2721.4202,2620.8907,2627.9134,2797.8763
2012-03-22,2720.2568,2627.2444,2627.4826,2795.9148
2012-03-23,2715.3432,2632.6675,2626.4623,2793.8395
2012-03-26,2710.1168,2636.5304,2625.4076,2791.5340
2012-03-27,2704.1571,2638.5933,2623.7345,2789.1720
2012-03-28,2695.9276,2639.4055,2621.4563,2786.6872
2012-03-29,2686.0966,2639.5688,2618.8268,2783.8798
2012-03-30,2674.4672,2640.8209,2615.8553,2781.0408
2012-04-05,2666.7220,2644.2768,2613.4628,2778.4784
2012-04-06,2661.4910,2645.5012,2610.9417,2776.2455
2012-04-09,2655.9168,2647.0094,2608.4497,2773.8332
2012-04-10,2649.9220,2648.0728,2606.3007,2771.6081
2012-04-11,2642.4667,2648.4025,2603.9068,2769.1610
2012-04-12,2638.1276,2650.6706,2602.5719,2767.1316
2012-04-13,2632.9276,2653.0725,2601.3879,2765.3894
2012-04-16,2631.3220,2656.0709,2599.5671,2763.7453
2012-04-17,2629.0651,2657.2211,2597.4710,2762.0243
2012-04-18,2627.8450,2659.1605,2596.7453,2760.4266
2012-04-19,2626.0904,2661.0570,2596.0636,2758.8115
2012-04-20,2628.2811,2664.5482,2596.2738,2757.1020
2012-04-23,2629.2243,2666.1565,2596.2361,2754.9240
2012-04-24,2630.3158,2667.7201,2596.1884,2752.6934
2012-04-25,2634.0910,2669.6296,2596.6223,2750.5449
2012-04-26,2638.0212,2671.6866,2597.0623,2748.6396
2012-04-27,2642.1049,2673.8375,2597.6431,2746.4797
2012-05-02,2652.8848,2676.6051,2598.7818,2744.5869
2012-05-03,2665.7220,2679.8185,2599.6392,2742.3623
2012-05-04,2679.2093,2683.5144,2601.6481,2740.2609
2012-05-07,2689.8010,2687.1748,2603.0348,2738.2148
2012-05-08,2699.5835,2690.2067,2604.6039,2736.1860
2012-05-09,2707.9742,2691.4476,2606.0109,2733.8518
2012-05-10,2715.0760,2692.5009,2607.4669,2731.4952
2012-05-11,2721.1163,2692.2714,2608.5903,2729.3248
2012-05-14,2723.4465,2691.4230,2609.5260,2726.7887
2012-05-15,2725.3545,2690.4910,2610.7034,2724.2131
2012-05-16,2725.3860,2689.2612,2611.7055,2721.3488
2012-05-17,2729.1101,2688.8599,2613.6901,2718.7201
2012-05-18,2727.7700,2686.6698,2615.5144,2716.0268
2012-05-21,2727.3137,2685.1097,2618.0616,2713.4204
2012-05-22,2727.3494,2685.2436,2620.5153,2711.1899
2012-05-23,2727.9090,2685.5301,2622.9180,2708.8585
2012-05-24,2727.4124,2684.6923,2625.1732,2706.9307
2012-05-25,2724.6791,2682.8070,2627.5917,2704.8394
2012-05-28,2723.8109,2681.9861,2630.4171,2702.8479
2012-05-29,2725.0868,2681.3614,2633.4319,2701.1417
2012-05-30,2722.9561,2682.1294,2636.6005,2699.4372
2012-05-31,2719.8822,2683.0904,2639.9804,2697.6507
2012-06-01,2715.5990,2683.2864,2643.3403,2695.9795
2012-06-04,2707.3948,2681.8191,2645.9002,2693.9338
2012-06-05,2699.6284,2681.2897,2648.1027,2691.8590
2012-06-06,2694.4548,2680.6615,2650.7761,2690.1018
2012-06-07,2688.5101,2679.8022,2653.5233,2688.8009
2012-06-08,2682.6915,2679.2107,2655.9391,2687.3856
2012-06-11,2679.7323,2679.2693,2657.8998,2686.0117
2012-06-12,2675.7432,2679.1254,2658.8593,2684.3232
2012-06-13,2676.0527,2681.3112,2660.3583,2682.8000
2012-06-14,2673.2868,2683.7360,2661.6524,2680.9527
2012-06-15,2672.9804,2686.0750,2663.4480,2679.2497
2012-06-18,2672.6693,2687.4886,2665.8827,2677.6745
2012-06-19,2669.1080,2688.2904,2666.8958,2676.2500
2012-06-20,2665.7871,2689.4782,2668.2438,2674.9319
2012-06-21,2661.4941,2689.3211,2668.6970,2673.5593
2012-06-25,2655.4693,2688.0081,2668.2053,2671.6757
2012-06-26,2647.2124,2685.6201,2668.1453,2669.8406
2012-06-27,2636.6879,2682.8655,2667.9690,2667.4807
2012-06-28,2625.4977,2679.7997,2667.9353,2665.0234
2012-06-29,2616.6899,2678.1404,2667.6807,2663.0017
2012-07-02,2608.0202,2675.3565,2667.2585,2661.0559
2012-07-03,2603.3530,2672.7241,2666.8905,2659.1021
2012-07-04,2598.4992,2669.3770,2666.9626,2657.1919
2012-07-05,2591.9344,2665.7455,2665.9510,2655.2618
2012-07-06,2588.3390,2663.0115,2665.3658,2653.8602
2012-07-09,2582.7426,2658.6714,2664.1505,2652.2723
2012-07-10,2574.9101,2654.0248,2662.8557,2650.3479
2012-07-11,2568.9871,2649.8782,2661.8579,2648.6396
2012-07-12,2562.1933,2645.0346,2660.8198,2647.0793
2012-07-13,2556.5194,2640.0550,2659.9367,2645.6858
2012-07-16,2547.8207,2633.5196,2658.5170,2643.9629
2012-07-17,2539.1897,2627.2440,2657.2094,2642.3358
2012-07-18,2531.7333,2621.1504,2655.6786,2640.6838
2012-07-19,2525.1034,2616.3299,2653.8888,2639.3663
2012-07-20,2519.2258,2610.9811,2651.7410,2637.8604
2012-07-23,2514.5183,2605.3689,2648.8202,2635.7643
2012-07-24,2510.4393,2600.4172,2645.9201,2634.1638
2012-07-25,2505.9370,2595.0985,2642.7947,2632.5649
2012-07-26,2501.8935,2590.4027,2639.8319,2631.2035
2012-07-27,2496.0796,2584.9282,2636.8941,2629.7111
2012-07-30,2489.3897,2580.0043,2633.3371,2628.2910
2012-07-31,2482.3716,2574.7473,2629.9285,2626.9717
2012-08-01,2476.8796,2569.1890,2627.2163,2625.8208
2012-08-02,2471.9447,2563.3598,2624.4450,2624.6725
2012-08-03,2465.8016,2558.3671,2621.5297,2623.6480
2012-08-06,2464.2289,2554.4914,2618.6492,2622.3087
2012-08-07,2463.3070,2549.8233,2615.9047,2620.8941
2012-08-08,2461.4584,2544.4269,2612.8942,2619.5298
2012-08-09,2459.5214,2539.6608,2610.8951,2618.2107
2012-08-10,2456.8920,2534.8589,2608.9747,2617.2161
2012-08-13,2454.4217,2529.0487,2606.1675,2616.0215
2012-08-14,2451.4667,2524.8728,2603.3459,2615.1765
2012-08-15,2447.1917,2520.1757,2600.7327,2614.2656
2012-08-16,2441.7835,2515.2614,2597.9614,2612.9374
2012-08-17,2437.3917,2510.5337,2595.1680,2611.3253
2012-08-20,2434.1028,2505.9334,2592.5721,2609.5172
2012-08-21,2430.8837,2500.8777,2590.0735,2607.7406
2012-08-22,2427.5509,2495.8216,2587.4735,2605.6040
2012-08-23,2425.2103,2490.0657,2585.6885,2603.5724
2012-08-24,2421.4155,2484.1796,2583.9578,2601.3923
2012-08-27,2415.8553,2477.1543,2581.6147,2598.7350
2012-08-28,2410.9711,2470.0680,2578.7783,2596.1206
2012-08-29,2403.5375,2462.9608,2575.6256,2593.2837
2012-08-30,2397.1545,2455.9068,2572.6925,2590.5711
2012-08-31,2389.4610,2449.5539,2569.4375,2587.8691
2012-09-03,2381.3349,2444.8376,2566.4228,2585.1648
2012-09-04,2371.8021,2439.6591,2562.6396,2582.6057
2012-09-05,2361.9871,2434.5466,2558.7060,2580.0470
2012-09-06,2351.9674,2430.2487,2555.0242,2577.2957
2012-09-07,2347.7003,2427.2630,2552.7017,2575.0864
2012-09-10,2346.3948,2424.3986,2549.8775,2573.3114
2012-09-11,2344.0625,2421.1566,2546.9404,2571.5020
2012-09-12,2343.4656,2418.1623,2543.7696,2570.0217
2012-09-13,2342.3695,2415.4355,2540.5905,2568.4133
2012-09-14,2342.4760,2412.1885,2537.6000,2566.8942
2012-09-17,2340.2496,2408.9362,2533.8038,2565.2131
2012-09-18,2336.1948,2405.3916,2529.7082,2563.3853
2012-09-19,2333.6444,2401.6845,2525.7814,2561.7122
2012-09-20,2328.1535,2396.4498,2520.7422,2559.7620
2012-09-21,2324.1938,2391.2494,2515.6522,2557.6457
2012-09-24,2323.5385,2387.4414,2510.4805,2556.0643
2012-09-25,2322.0780,2383.2234,2505.2337,2554.1343
2012-09-26,2320.5318,2378.4802,2499.8153,2552.2096
2012-09-27,2322.6171,2374.9122,2495.6211,2550.8160
2012-09-28,2327.1773,2372.7345,2491.8578,2549.6623
2012-10-08,2329.3313,2370.7628,2488.0658,2548.3281
2012-10-09,2335.3132,2369.6087,2485.0129,2547.2695
2012-10-10,2341.7339,2368.8653,2481.9819,2546.3426
2012-10-11,2346.1116,2367.9359,2479.1693,2545.4374
2012-10-12,2345.4579,2367.0144,2475.9713,2544.8307
2012-10-15,2343.8140,2366.1683,2473.0863,2544.3004
2012-10-16,2343.1044,2365.4497,2470.0985,2544.0801
2012-10-17,2342.1085,2364.2539,2466.7214,2543.6184
2012-10-18,2344.0527,2364.2787,2463.8192,2543.3686
2012-10-19,2344.9276,2363.8390,2461.1030,2543.1381
2012-10-22,2349.2109,2362.9290,2458.7102,2543.1510
2012-10-23,2353.1819,2361.3416,2455.5824,2542.9997
2012-10-24,2356.3623,2359.6461,2452.0365,2542.7342
2012-10-25,2361.2868,2357.1560,2448.4084,2542.5044
2012-10-26,2363.8114,2354.0172,2444.4380,2542.2092
2012-10-29,2364.8620,2351.6176,2440.3331,2541.8367
2012-10-30,2366.3984,2349.1961,2437.0344,2541.4673
2012-10-31,2370.0124,2347.6085,2433.8921,2540.9974
2012-11-01,2372.3979,2347.1580,2431.2097,2540.9929
2012-11-02,2373.1039,2347.0193,2428.7765,2541.1499
2012-11-05,2374.7488,2347.0212,2426.4773,2541.2082
2012-11-06,2373.3044,2346.5770,2423.7273,2540.8136
2012-11-07,2371.4124,2346.4099,2421.1158,2539.9875
2012-11-08,2368.4605,2345.2360,2417.6509,2539.0046
2012-11-09,2365.1731,2344.5174,2414.3485,2538.0005
2012-11-12,2362.9504,2345.0063,2411.0803,2537.2641
2012-11-13,2358.5204,2344.4695,2407.2687,2536.5757
2012-11-14,2354.5054,2344.6410,2403.8009,2535.3484
2012-11-15,2347.1432,2344.2741,2400.0904,2534.1671
2012-11-16,2339.1209,2343.7029,2396.6284,2532.6627
2012-11-19,2330.5111,2342.5995,2393.7186,2530.9619
2012-11-20,2322.9039,2341.7823,2390.7207,2529.4330
2012-11-21,2317.0703,2341.6794,2388.1130,2528.0410
2012-11-22,2311.1948,2340.8469,2385.5478,2526.7416
2012-11-23,2308.3406,2338.2733,2382.7682,2525.2244
2012-11-26,2305.2269,2335.1504,2379.7745,2523.5165
2012-11-27,2300.6150,2331.8171,2376.4868,2521.6887
2012-11-28,2294.1209,2327.8706,2373.0164,2519.9895
2012-11-29,2284.7049,2324.0922,2369.7638,2517.8574
2012-11-30,2276.0687,2320.4564,2366.3225,2515.8441
2012-12-03,2266.0930,2317.3586,2363.1474,2513.6489
2012-12-04,2257.7860,2315.2134,2360.3025,2511.5791
2012-12-05,2253.6708,2314.4205,2358.0525,2509.9552
2012-12-06,2251.5101,2314.5786,2355.5142,2508.1670
2012-12-07,2251.8119,2315.5647,2353.4070,2506.6719
2012-12-10,2252.8041,2316.7126,2352.0770,2505.2970
2012-12-11,2255.1845,2317.7120,2350.4677,2503.8386
2012-12-12,2257.4925,2319.4253,2348.9528,2502.3157
2012-12-13,2260.0258,2319.2376,2347.0749,2500.4819
2012-12-14,2269.2574,2320.5350,2346.6347,2499.1879
2012-12-17,2279.1649,2322.5329,2346.6479,2497.7340
2012-12-18,2289.6682,2323.5243,2346.5665,2496.2433
2012-12-19,2298.7747,2324.4957,2346.6805,2494.7376
2012-12-20,2309.4863,2326.1968,2347.0664,2493.4491
2012-12-21,2318.7535,2327.5915,2347.3029,2492.0985
2012-12-24,2329.3798,2329.3767,2347.7725,2490.5548
2012-12-25,2344.7680,2332.4825,2348.9661,2489.4473
2012-12-26,2361.7426,2335.7242,2349.9890,2488.6027
2012-12-27,2378.7406,2337.9673,2351.1230,2487.7840
2012-12-28,2396.3318,2341.0181,2352.4285,2486.9791
2012-12-31,2417.7323,2344.7671,2353.8481,2486.2486
2013-01-04,2438.0393,2349.1564,2355.2490,2485.5768
2013-01-07,2454.9959,2353.8739,2356.7600,2484.8271
2013-01-08,2471.6227,2358.7130,2357.9345,2484.4148
2013-01-09,2486.0605,2364.4643,2359.2407,2484.1077
2013-01-10,2499.4724,2370.5567,2361.0871,2483.6273
2013-01-11,2511.0863,2375.5872,2362.3916,2482.8688
2013-01-14,2527.1049,2382.2623,2364.9354,2482.8341
2013-01-15,2545.3592,2388.4221,2367.7901,2482.8758
2013-01-16,2556.7917,2394.0101,2370.5147,2482.8413
2013-01-17,2566.4072,2399.1963,2373.1087,2482.8404
2013-01-18,2578.1550,2405.4646,2376.0208,2483.0471
2013-01-21,2590.5473,2412.1497,2379.2798,2483.3766
2013-01-22,2601.5075,2419.4156,2382.3258,2484.0071
2013-01-23,2613.6760,2426.9927,2385.7550,2484.8564
2013-01-24,2624.0915,2433.8332,2389.4197,2485.5172
2013-01-25,2630.4620,2441.2591,2392.8643,2485.8213
2013-01-28,2640.5003,2450.1222,2397.3816,2486.5036
2013-01-29,2652.4527,2460.0912,2402.1826,2487.4376
2013-01-30,2663.2362,2470.6642,2407.1836,2488.3105
2013-01-31,2671.7080,2481.2459,2411.9227,2489.1728
2013-02-01,2683.0212,2493.2033,2417.4928,2490.0662
2013-02-04,2693.9793,2504.6375,2423.1584,2490.9322
2013-02-05,2706.7106,2516.9193,2428.8831,2491.9536
2013-02-06,2719.6155,2528.9743,2433.6238,2493.1627
2013-02-07,2731.4656,2541.0522,2438.1013,2493.9894
2013-02-08,2746.3752,2553.8913,2442.8542,2494.8973
2013-02-18,2754.6305,2566.4661,2447.1684,2495.4690
2013-02-19,2759.2687,2578.2476,2451.1699,2495.8802
2013-02-20,2765.7571,2589.8855,2455.1710,2496.3855
2013-02-21,2768.7437,2600.2565,2458.8075,2496.3057
2013-02-22,2768.8036,2609.8716,2462.5425,2496.1254
2013-02-25,2768.4966,2618.0800,2466.2502,2496.0158
2013-02-26,2766.9824,2625.6045,2470.0916,2495.4169
2013-02-27,2766.3220,2632.7967,2474.1807,2494.9164
2013-02-28,2771.0026,2641.1126,2478.9126,2494.6965
2013-03-01,2776.0243,2649.5950,2483.6535,2494.4436
2013-03-04,2770.5390,2655.3408,2487.3830,2493.5992
2013-03-05,2767.7969,2663.1996,2491.2186,2493.4198
2013-03-06,2765.8067,2669.2839,2494.9095,2493.3836
2013-03-07,2762.3235,2674.5094,2498.5211,2493.2935
2013-03-08,2755.2749,2679.4460,2501.4852,2493.2490
2013-03-11,2747.2305,2684.0198,2504.2578,2493.1198
2013-03-12,2736.0646,2687.5506,2506.8737,2493.0215
2013-03-13,2723.2300,2690.7649,2509.1782,2492.5747
2013-03-14,2711.5711,2693.9287,2511.6527,2492.3695
2013-03-15,2699.5886,2695.8195,2514.1510,2492.1248
2013-03-18,2687.4450,2696.7471,2516.2357,2491.4786
2013-03-19,2679.1499,2698.4114,2518.1894,2491.0043
2013-03-20,2674.3711,2701.1012,2521.0596,2491.0813
2013-03-21,2674.6005,2703.0038,2523.8855,2491.2978
2013-03-22,2675.7225,2704.9449,2527.0506,2491.3165
2013-03-25,2676.1432,2706.5389,2530.2064,2491.1214
2013-03-26,2676.5282,2707.5667,2533.1398,2490.7741
2013-03-27,2675.9519,2708.7533,2536.6088,2490.5234
2013-03-28,2666.9581,2708.1069,2539.3318,2489.8325
2013-03-29,2657.9783,2708.3518,2541.9695,2489.5020
2013-04-01,2655.2636,2706.6042,2544.4333,2489.1627
2013-04-02,2648.2134,2704.3413,2546.3817,2488.7957
2013-04-03,2639.6010,2702.4076,2548.2089,2488.4927
2013-04-08,2631.9948,2700.7444,2549.9703,2488.2238
2013-04-09,2625.9225,2698.5530,2552.0088,2487.8681
2013-04-10,2620.3897,2695.9568,2554.0532,2487.5845
2013-04-11,2616.3721,2693.4964,2556.4560,2487.0534
2013-04-12,2612.9933,2690.4918,2558.7422,2486.5454
2013-04-15,2607.9571,2687.4749,2560.6541,2485.8672
2013-04-16,2603.8083,2685.1580,2563.2086,2485.2387
2013-04-17,2601.5333,2681.1603,2565.6412,2484.7211
2013-04-18,2598.4196,2676.7981,2568.4447,2484.2675
2013-04-19,2594.4744,2673.5965,2572.1303,2484.3794
2013-04-22,2590.1168,2670.3673,2575.8066,2484.7626
2013-04-23,2581.3912,2664.2929,2578.7481,2484.7344
2013-04-24,2575.3178,2659.0743,2581.8559,2484.9844
2013-04-25,2569.7793,2652.7942,2584.8567,2485.2023
2013-04-26,2562.7395,2646.0029,2587.4886,2485.1284
2013-05-02,2560.1731,2639.5899,2590.3210,2485.0478
2013-05-03,2560.0610,2633.8261,2593.8587,2485.1728
2013-05-06,2561.7556,2629.4543,2597.9602,2485.4883
2013-05-07,2564.0062,2626.2363,2602.2420,2486.0029
2013-05-08,2567.0682,2622.9321,2606.4088,2486.3656
2013-05-09,2569.9359,2621.2213,2610.7389,2486.9432
2013-05-10,2572.5928,2620.0686,2614.9701,2487.6363
2013-05-13,2574.9421,2618.5350,2618.3075,2488.1800
2013-05-14,2575.7411,2616.9999,2621.3022,2488.4082
2013-05-15,2578.0574,2615.1859,2623.9913,2488.6992
2013-05-16,2584.0465,2612.6925,2626.9025,2489.4898
2013-05-17,2590.8920,2611.1051,2630.3501,2490.4089
2013-05-20,2598.7028,2612.4258,2633.8833,2491.4180
