Reference_Date,Effective_Date,Ticker,Name,Momentum_Score,Rank,CSI300_Weight,Raw_Weight,Final_Weight,Float_Market_Cap,Weight_Cap,Capped,Buffer_Retained
2013-02-28,2013-03-15,600016,民生银行,2.915122029,14,0.01772659908,0.1366723124,0.09,2.340075607e+11,0.09,True,False
2013-02-28,2013-03-15,601166,兴业银行,2.382131776,24,0.01623567577,0.102290319,0.09,2.143259892e+11,0.09,True,False
2013-02-28,2013-03-15,000002,万科A,2.523524765,22,0.008783196032,0.05862171607,0.06316353067,1.159463397e+11,0.09,False,False
2013-02-28,2013-03-15,000651,格力电器,3.029555604,12,0.006571465655,0.052654992,0.05673452477,8.674944593e+10,0.09,False,False
2013-02-28,2013-03-15,600030,中信证券,1.650791931,53,0.01089202155,0.04755533116,0.05123975925,1.437847939e+11,0.09,False,True
2013-02-28,2013-03-15,601668,中国建筑,1.70943283,45,0.008840287493,0.03996840431,0.04306502267,1.167e+11,0.09,False,False
2013-02-28,2013-03-15,600048,保利发展,2.083547304,36,0.006932019254,0.03819983667,0.04115943233,9.150908809e+10,0.09,False,False
2013-02-28,2013-03-15,000538,云南白药,2.997161773,13,0.003994249207,0.03166239213,0.03411548843,5.272779679e+10,0.07988498414,False,False
2013-02-28,2013-03-15,600837,都市股份,1.543933707,60,0.007668594203,0.03131430566,0.03374043338,1.012325611e+11,0.09,False,True
2013-02-28,2013-03-15,601186,中国铁建,2.30040172,32,0.004286955163,0.02608260747,0.02810340071,5.659178708e+10,0.08573910325,False,False
2013-02-28,2013-03-15,600315,上海家化,4,3,0.00199661412,0.02112284977,0.02275937756,2.635715953e+10,0.0399322824,False,False
2013-02-28,2013-03-15,000625,长安汽车,3.432109254,8,0.002229963417,0.02024217725,0.02181047348,2.943758684e+10,0.04459926835,False,False
2013-02-28,2013-03-15,600111,北方稀土,1.963181938,38,0.003730915803,0.01937199636,0.02087287388,4.925155144e+10,0.07461831606,False,False
2013-02-28,2013-03-15,600276,恒瑞医药,2.367035358,25,0.003080899872,0.01928771189,0.02078205933,4.067073784e+10,0.06161799743,False,False
2013-02-28,2013-03-15,002081,金螳螂,3.131015934,10,0.002207269861,0.01827843849,0.01969459081,2.913801083e+10,0.04414539721,False,False
2013-02-28,2013-03-15,600535,G天士力,2.78514013,16,0.002461044051,0.01812862306,0.01953316817,3.248806568e+10,0.04922088101,False,False
2013-02-28,2013-03-15,600256,广汇股份,2.348845001,27,0.002916015226,0.01811517471,0.01951867789,3.849410747e+10,0.05832030451,False,False
2013-02-28,2013-03-15,601788,光大证券,1.600664997,57,0.003974440237,0.01682576425,0.01812936822,5.24663e+10,0.07948880475,False,True
2013-02-28,2013-03-15,600690,海尔智家,2.361336357,26,0.002691635568,0.01681018501,0.01811258195,3.553208774e+10,0.05383271137,False,False
2013-02-28,2013-03-15,600887,伊利股份,1.71153534,44,0.003315469178,0.01500822205,0.01617100893,4.37672704e+10,0.06630938357,False,True
2013-02-28,2013-03-15,000562,宏源证券,2.321416785,29,0.002255795096,0.01385004388,0.01492309898,2.977858898e+10,0.04511590193,False,False
2013-02-28,2013-03-15,600085,同仁堂,2.480759899,23,0.002106830894,0.01382333369,0.01489431938,2.781212325e+10,0.04213661787,False,False
2013-02-28,2013-03-15,002236,大华股份,4,1,0.001275824118,0.01349737083,0.014543102,1.684206251e+10,0.02551648237,False,False
2013-02-28,2013-03-15,002038,双鹭药业,3.652763628,7,0.001293742573,0.01249878565,0.01346714978,1.707860274e+10,0.02587485145,False,False
2013-02-28,2013-03-15,002146,荣盛发展,2.664259326,20,0.001768631503,0.01246270261,0.01342827114,2.334757738e+10,0.03537263005,False,False
2013-02-28,2013-03-15,600518,康美药业,1.623187223,54,0.002823150772,0.01211995671,0.01305897044,3.726821049e+10,0.05646301543,False,True
2013-02-28,2013-03-15,600886,国投电力,2.60872105,21,0.001664022705,0.01148114683,0.01237066771,2.196664416e+10,0.0332804541,False,False
2013-02-28,2013-03-15,002353,杰瑞股份,3.397386355,9,0.001194941956,0.01073717741,0.01156905803,1.577434291e+10,0.02389883913,False,False
2013-02-28,2013-03-15,002415,海康威视,2.718404879,17,0.001424418089,0.01024118006,0.01103463246,1.880364085e+10,0.02848836179,False,False
2013-02-28,2013-03-15,000725,京东方A,1.928876468,39,0.001983979774,0.01012138712,0.01090555836,2.619037445e+10,0.03967959549,False,False
2013-02-28,2013-03-15,002241,歌尔股份,2.317745192,30,0.001568195953,0.009613120767,0.01035791323,2.07016421e+10,0.03136391906,False,False
2013-02-28,2013-03-15,600062,双鹤药业,3.128278666,11,0.001157602899,0.009577748292,0.01031980021,1.528143269e+10,0.02315205798,False,False
2013-02-28,2013-03-15,002422,科伦药业,2.686191597,19,0.001165244824,0.008278517085,0.008919908916,1.53823132e+10,0.02330489648,False,False
