Reference_Date,Effective_Date,Ticker,Name,Momentum_Score,Rank,CSI300_Weight,Raw_Weight,Final_Weight,Float_Market_Cap,Weight_Cap,Capped,Buffer_Retained
2026-08-31,2026-09-18,300308,中际旭创,4,2,0.01793678284,0.1011600608,0.09,9.45556419e+11,0.09,True,False
2026-08-31,2026-09-18,300750,宁德时代,2.025260297,40,0.02937993862,0.08389503761,0.08493668438,1.548794441e+12,0.09,False,False
2026-08-31,2026-09-18,601138,工业富联,1.779717962,50,0.02440795237,0.0612473173,0.06200776836,1.286690944e+12,0.09,False,True
2026-08-31,2026-09-18,688256,寒武纪,2.493063288,20,0.01326728374,0.04663584614,0.04721488013,6.993988506e+11,0.09,False,False
2026-08-31,2026-09-18,601899,紫金矿业,2.286009186,28,0.01315846536,0.04241190234,0.04293849155,6.93662375e+11,0.09,False,False
2026-08-31,2026-09-18,300502,新易盛,3.080883657,12,0.00956146478,0.04153404874,0.04204973845,5.040426971e+11,0.09,False,False
2026-08-31,2026-09-18,002371,北方华创,2.835641305,14,0.009625297574,0.03848309554,0.03896090439,5.074077101e+11,0.09,False,False
2026-08-31,2026-09-18,688041,海光信息,2.200682671,30,0.01119487125,0.03473610085,0.03516738675,5.901494413e+11,0.09,False,False
2026-08-31,2026-09-18,000333,美的集团,2.081129012,37,0.0114577675,0.0336204521,0.03403788603,6.040082945e+11,0.09,False,False
2026-08-31,2026-09-18,688012,中微公司,3.189304513,11,0.00647004659,0.02909430153,0.02945553845,3.410753278e+11,0.09,False,False
2026-08-31,2026-09-18,600183,生益科技,2.820127011,15,0.007018019068,0.02790536787,0.02825184291,3.699622747e+11,0.09,False,False
2026-08-31,2026-09-18,603986,兆易创新,3.531672605,8,0.005148483294,0.0256368277,0.02595513638,2.714077252e+11,0.09,False,False
2026-08-31,2026-09-18,603993,洛阳钼业,2.73694994,17,0.006313136594,0.02436220426,0.02466468713,3.328036519e+11,0.09,False,False
2026-08-31,2026-09-18,002384,东山精密,3.224894244,10,0.00520698494,0.02367589138,0.02396985293,2.744917012e+11,0.09,False,False
2026-08-31,2026-09-18,300408,三环集团,3.957070578,4,0.004078979688,0.02275777918,0.02304034139,2.15027715e+11,0.08157959376,False,False
2026-08-31,2026-09-18,688072,拓荆科技,4,1,0.003635065019,0.02050107879,0.02075562165,1.916262851e+11,0.07270130037,False,False
2026-08-31,2026-09-18,002475,立讯精密,1.814640238,48,0.008006557518,0.02048523284,0.02073957895,4.220741213e+11,0.09,False,False
2026-08-31,2026-09-18,600176,中国巨石,3.824240006,6,0.003309652444,0.01784563763,0.01806721034,1.744718181e+11,0.06619304888,False,False
2026-08-31,2026-09-18,002415,海康威视,1.9605534,42,0.006141576752,0.01697708408,0.01718787277,3.237596939e+11,0.09,False,False
2026-08-31,2026-09-18,688008,澜起科技,2.628666127,18,0.004450626881,0.0164953356,0.01670014286,2.346194886e+11,0.08901253762,False,False
2026-08-31,2026-09-18,300394,天孚通信,2.13661556,35,0.005429959817,0.01635789977,0.01656100062,2.862460569e+11,0.09,False,False
2026-08-31,2026-09-18,603259,药明康德,1.552043463,62,0.007261816559,0.01589109021,0.01608839512,3.828143165e+11,0.09,False,True
2026-08-31,2026-09-18,002916,深南电路,2.40824282,24,0.004654518909,0.01580445823,0.01600068751,2.453678718e+11,0.09,False,False
2026-08-31,2026-09-18,601872,招商轮船,3.473040965,9,0.002871944776,0.01406340652,0.01423801877,1.513975969e+11,0.05743889552,False,False
2026-08-31,2026-09-18,002463,沪电股份,2.000122741,41,0.004556171991,0.01284876239,0.01300829354,2.401834103e+11,0.09,False,False
2026-08-31,2026-09-18,301308,江波龙,3.945089897,5,0.002041066257,0.01135320676,0.01149416899,1.075969598e+11,0.04082132515,False,False
2026-08-31,2026-09-18,301165,锐捷网络,2.762964734,16,0.002689869715,0.01047878976,0.01060889516,1.417993181e+11,0.0537973943,False,False
2026-08-31,2026-09-18,002353,杰瑞股份,4,3,0.001707617155,0.009630637598,0.009750212281,9.001883877e+10,0.0341523431,False,False
2026-08-31,2026-09-18,600989,宝丰能源,1.933655578,43,0.003438813117,0.009375452438,0.009491858724,1.812806592e+11,0.06877626234,False,False
2026-08-31,2026-09-18,688082,盛美上海,2.384248078,25,0.002732289332,0.009185074174,0.00929911671,1.44035513e+11,0.05464578665,False,False
2026-08-31,2026-09-18,605117,德业股份,3.014097141,13,0.002126482245,0.009036984681,0.009149188527,1.120997536e+11,0.0425296449,False,False
2026-08-31,2026-09-18,000657,中钨高新,3.531932786,7,0.001814193858,0.009034428033,0.009146600135,9.563714206e+10,0.03628387717,False,False
2026-08-31,2026-09-18,000338,潍柴动力,2.424604873,22,0.002554538405,0.0087328892,0.008841317375,1.346651854e+11,0.05109076809,False,False
2026-08-31,2026-09-18,000408,藏格矿业,2.442528222,21,0.002332988226,0.008034459716,0.00813421614,1.229859341e+11,0.04665976452,False,False
2026-08-31,2026-09-18,600584,长电科技,2.149492859,34,0.002571287918,0.007792759189,0.007889514643,1.355481537e+11,0.05142575837,False,False
2026-08-31,2026-09-18,600522,中天科技,2.415408093,23,0.002277628139,0.00775671575,0.007853023686,1.200675688e+11,0.04555256277,False,False
2026-08-31,2026-09-18,600188,兖矿能源,2.037677975,39,0.002671048439,0.007674001069,0.007769282013,1.408071347e+11,0.05342096878,False,False
2026-08-31,2026-09-18,000792,盐湖股份,1.889077449,45,0.002829648329,0.007536796135,0.007630373533,1.491678951e+11,0.05659296658,False,True
2026-08-31,2026-09-18,601100,恒立液压,1.7616353,51,0.002607064458,0.006475485173,0.006555885258,1.374341517e+11,0.05214128916,False,True
2026-08-31,2026-09-18,600489,中金黄金,1.873351892,47,0.002355793684,0.006222446286,0.006299704623,1.241881479e+11,0.04711587368,False,True
2026-08-31,2026-09-18,600362,江西铜业,2.288333273,27,0.001905339381,0.006147466339,0.006223793719,1.004419744e+11,0.03810678763,False,False
2026-08-31,2026-09-18,002028,思源电气,2.60878107,19,0.001623448807,0.005971463373,0.006045605488,8.558181556e+10,0.03246897614,False,False
2026-08-31,2026-09-18,002493,荣盛石化,1.581630634,56,0.002635535369,0.005877308091,0.005950281167,1.389350258e+11,0.05271070739,False,True
2026-08-31,2026-09-18,000988,华工科技,2.060946866,38,0.001996967505,0.005802863215,0.005874911978,1.052722476e+11,0.03993935011,False,False
2026-08-31,2026-09-18,000807,云铝股份,2.152469793,33,0.001783428606,0.005412492831,0.005479694728,9.401531936e+10,0.03566857213,False,False
2026-08-31,2026-09-18,600549,厦门钨业,2.342102368,26,0.001589421162,0.005248671644,0.005313839525,8.378801236e+10,0.03178842324,False,False
2026-08-31,2026-09-18,600160,巨化股份,1.781368686,49,0.002076174089,0.005214613449,0.005279358462,1.094477061e+11,0.04152348178,False,True
2026-08-31,2026-09-18,600089,特变电工,1.888928116,46,0.001833595535,0.004883413662,0.004944046474,9.665992188e+10,0.0366719107,False,True
2026-08-31,2026-09-18,600118,中国卫星,2.193832318,31,0.001355074266,0.004191515415,0.004243557569,7.143416865e+10,0.02710148531,False,False
2026-08-31,2026-09-18,000630,铜陵有色,2.091365938,36,0.001409889684,0.004157379818,0.004208998142,7.432382121e+10,0.02819779368,False,False
2026-08-31,2026-09-18,600026,中远海能,1.930561956,44,0.001395666013,0.003799004312,0.00384617302,7.357400539e+10,0.02791332026,False,False
2026-08-31,2026-09-18,002001,新和成,1.707085384,52,0.001556561224,0.003746502196,0.003793019035,8.205576611e+10,0.03113122449,False,False
2026-08-31,2026-09-18,002202,金风科技,2.15922334,32,0.001170168821,0.003562465182,0.003606697003,6.168668319e+10,0.02340337642,False,False
2026-08-31,2026-09-18,002709,天赐材料,2.201967104,29,0.001043104652,0.003238495134,0.003278704521,5.498836153e+10,0.02086209304,False,False
