reference_date,ticker,name,csi300_member,quarter_net_income,four_quarter_net_income,financial_eligible,momentum_return,volatility,RAM,z_score,momentum_score,rank,selected,csi300_weight,raw_weight,final_weight,fin_latest_period,fin_latest_available,fin_field,fin_reason,mom_start_date,mom_end_date,traded_days,momentum_eligible,mom_reason,eligible,fmc,weight_cap,buffer_retained
2014-08-29,002252,上海莱士,True,107134724.2,229873177.5,True,1.910344828,0.03075890811,62.10704297,3,4,1,True,0.00235404765,0.02476170781,0.02531944579,2014-06-30,2014-08-22,NETPROFIT,pass,2013-07-29,2014-07-29,185,True,ok,True,3.099168e+10,0.047080953,False
2014-08-29,002475,立讯精密,True,166294075.7,608304029.1,True,1.055527832,0.02894001476,36.47295417,2.876128085,3.876128085,2,True,0.001999793872,0.02038396696,0.02084309977,2014-06-30,2014-07-25,NETPROFIT,pass,2013-07-29,2014-07-29,241,True,ok,True,2.63278323e+10,0.03999587745,False
2014-08-29,600886,国投电力,True,1924478515,7250685542,True,0.6218164995,0.01757308806,35.38458906,2.779620885,3.779620885,3,True,0.003025684086,0.03007302912,0.03075040044,2014-06-30,2014-08-28,NETPROFIT,pass,2013-07-29,2014-07-29,242,True,ok,True,3.983395705e+10,0.06051368173,False
2014-08-29,002202,金风科技,True,287543215.1,674475375.1,True,0.7052497911,0.02641499438,26.69884312,2.009440905,3.009440905,4,True,0.001783564244,0.01411496906,0.01443289763,2014-06-30,2014-08-23,NETPROFIT,pass,2013-07-29,2014-07-29,244,True,ok,True,2.34811102e+10,0.03567128487,False
2014-08-29,600648,外高桥,True,38484061.35,580611236,True,1.068148148,0.04081347055,26.17146089,1.962677018,2.962677018,5,True,0.001727497183,0.01345882079,0.01376197013,2014-03-31,2014-04-30,NETPROFIT,pass,2013-07-29,2014-07-29,221,True,ok,True,2.274297205e+10,0.03454994366,False
2014-08-29,600018,上港集团,True,1773659580,6695300303,True,0.8813896209,0.03401325424,25.91312242,1.939769703,2.939769703,6,True,0.008037173651,0.06213295593,0.06353245186,2014-06-30,2014-08-28,NETPROFIT,pass,2013-07-29,2014-07-29,244,True,ok,True,1.058115854e+11,0.09,False
2014-08-29,000783,长江证券,True,350570416.6,1182619577,True,0.558109834,0.02157913547,25.86340101,1.93536082,2.93536082,7,True,0.002064048593,0.01593260409,0.01629147346,2014-06-30,2014-08-08,NETPROFIT,pass,2013-07-29,2014-07-29,242,True,ok,True,2.717376324e+10,0.04128097187,False
2014-08-29,600104,上汽集团,True,9120089840,3.812759639e+10,True,0.4703919933,0.01833588895,25.65416897,1.916807857,2.916807857,8,True,0.01188537443,0.09116456056,0.09,2014-06-30,2014-08-14,NETPROFIT,pass,2013-07-29,2014-07-29,244,True,ok,True,1.564741992e+11,0.09,False
2014-08-29,600109,成都建投,True,213099727.4,477710942.1,True,0.8293683347,0.03286822558,25.23313382,1.879473949,2.879473949,9,True,0.002187048863,0.01656063531,0.01693365059,2014-03-31,2014-04-30,NETPROFIT,pass,2013-07-29,2014-07-29,243,True,ok,True,2.879309537e+10,0.04374097725,False
2014-08-29,600741,华域汽车,True,1630496439,6501588631,True,0.5334242838,0.02122995223,25.12602374,1.869976314,2.869976314,10,True,0.002276072969,0.01717789118,0.01756480966,2014-06-30,2014-08-09,NETPROFIT,pass,2013-07-29,2014-07-29,244,True,ok,True,2.996512203e+10,0.04552145937,False
2014-08-29,000625,长安汽车,True,1919045047,4705450843,True,0.6366950182,0.02606676317,24.42554965,1.807864077,2.807864077,11,True,0.003352713341,0.02475585082,0.02531345687,2014-03-31,2014-04-30,NETPROFIT,pass,2013-07-29,2014-07-29,242,True,ok,True,4.413938647e+10,0.06705426683,False
2014-08-29,600015,华夏银行,True,3730000000,1.629e+10,True,0.4159294147,0.01714490828,24.25964654,1.793153163,2.793153163,12,True,0.004154201722,0.03051319511,0.03120048081,2014-03-31,2014-04-30,NETPROFIT,pass,2013-07-29,2014-07-29,244,True,ok,True,5.469119982e+10,0.08308403443,False
2014-08-29,600827,友谊股份,True,528869790.1,1306094041,True,0.7381316998,0.03206154353,23.02233825,1.683438916,2.683438916,13,True,0.001171108074,0.008264071054,0.00845021275,2014-03-31,2014-04-28,NETPROFIT,pass,2013-07-29,2014-07-29,244,True,ok,True,1.541795752e+10,0.02342216148,False
2014-08-29,000778,新兴铸管,True,191162606.9,1019397008,True,0.4152106824,0.01816805832,22.85388318,1.668501717,2.668501717,14,True,0.001142539778,0.008017596011,0.008198186051,2014-06-30,2014-08-26,NETPROFIT,pass,2013-07-29,2014-07-29,239,True,ok,True,1.50418481e+10,0.02285079556,False
2014-08-29,601318,中国平安,True,1.2993e+10,3.9839e+10,True,0.3693890274,0.01646904519,22.42929224,1.63085251,2.63085251,15,True,0.01545145954,0.1068984392,0.09,2014-03-31,2014-04-29,NETPROFIT,pass,2013-07-29,2014-07-29,244,True,ok,True,2.034226834e+11,0.09,False
2014-08-29,601231,环旭电子,True,187019302.5,642605881.9,True,0.704350596,0.03207858574,21.95703394,1.588976558,2.588976558,16,True,0.0002745996985,0.001869534689,0.001911644486,2014-06-30,2014-08-21,NETPROFIT,pass,2013-07-29,2014-07-29,240,True,ok,True,3615180000,0.00549199397,False
2014-08-29,600352,浙江龙盛,True,928256476.7,2579816191,True,0.5772773797,0.02650142433,21.78288127,1.573534141,2.573534141,17,True,0.001616512325,0.01093992408,0.01118633726,2014-06-30,2014-08-28,NETPROFIT,pass,2013-07-29,2014-07-29,239,True,ok,True,2.128182609e+10,0.0323302465,False
2014-08-29,600118,中国卫星,True,123850903.6,377688085.3,True,0.5446078378,0.02545404399,21.39572942,1.539204723,2.539204723,18,True,0.001756855893,0.0117311128,0.01199534688,2014-06-30,2014-08-29,NETPROFIT,pass,2013-07-29,2014-07-29,238,True,ok,True,2.312948748e+10,0.03513711787,False
2014-08-29,600196,复星医药,True,667630472.9,1905599552,True,0.6285468616,0.02954288745,21.27574234,1.528565263,2.528565263,19,True,0.002667395895,0.01773646228,0.01813596213,2014-06-30,2014-08-27,NETPROFIT,pass,2013-07-29,2014-07-29,243,True,ok,True,3.511699519e+10,0.0533479179,False
2014-08-29,600383,金地集团,True,152455258.7,4249375859,True,0.4960629921,0.02398877804,20.67896045,1.47564759,2.47564759,20,True,0.003094158629,0.02014358434,0.02059730272,2014-06-30,2014-08-20,NETPROFIT,pass,2013-07-29,2014-07-29,243,True,ok,True,4.073544309e+10,0.06188317257,False
2014-08-29,600893,航发动力,True,355130814.5,994416549.3,True,0.5665138716,0.02744402576,20.64252077,1.472416421,2.472416421,21,True,0.002369594006,0.015406391,0.01575340783,2014-06-30,2014-08-28,NETPROFIT,pass,2013-07-29,2014-07-29,239,True,ok,True,3.119635202e+10,0.04739188012,False
2014-08-29,600663,陆家嘴,True,338958291.5,1669414681,True,0.6968206169,0.03439918496,20.25689323,1.438222166,2.438222166,22,True,0.001735092987,0.01112503493,0.01137561759,2014-06-30,2014-07-30,NETPROFIT,pass,2013-07-29,2014-07-29,244,True,ok,True,2.284297288e+10,0.03470185974,False
2014-08-29,000061,农产品,True,71621545.28,206966386.3,True,0.52,0.02584996782,20.1160792,1.425735945,2.425735945,23,True,0.001247697946,0.007958996936,0.008138267078,2014-06-30,2014-08-29,NETPROFIT,pass,2013-07-29,2014-07-29,239,True,ok,True,1.64262841e+10,0.02495395892,False
