reference_date,ticker,name,csi300_member,quarter_net_income,four_quarter_net_income,financial_eligible,momentum_return,volatility,RAM,z_score,momentum_score,rank,selected,csi300_weight,raw_weight,final_weight,fin_latest_period,fin_latest_available,fin_field,fin_reason,mom_start_date,mom_end_date,traded_days,momentum_eligible,mom_reason,eligible,fmc,weight_cap,buffer_retained
2016-08-31,600547,山东黄金,True,305175694,1150463185,True,1.620709382,0.03874667611,41.82834619,3,4,1,True,0.0029103527,0.02318595134,0.02489547645,2016-06-30,2016-08-30,NETPROFIT,pass,2015-07-31,2016-07-29,237,True,ok,True,5.939904231e+10,0.05820705401,False
2016-08-31,600519,贵州茅台,True,4165124311,1.746767908e+10,True,0.5140401648,0.01997953826,25.72833056,3,4,2,True,0.01909202533,0.15210073,0.09,2016-06-30,2016-08-27,NETPROFIT,pass,2015-07-31,2016-07-29,243,True,ok,True,3.896599956e+11,0.09,False
2016-08-31,002027,分众传媒,True,1251650072,3740655522,True,1.275653877,0.05025924664,25.3814763,3,4,3,True,0.000381596194,0.003040068231,0.003264215729,2016-06-30,2016-08-31,NETPROFIT,pass,2015-07-31,2016-07-29,216,True,ok,True,7788213596,0.007631923879,False
2016-08-31,000858,五 粮 液,True,1018346495,7015905249,True,0.4057520404,0.02288336606,17.73130925,2.971557861,3.971557861,4,True,0.006492535116,0.05135639216,0.05514295416,2016-06-30,2016-08-24,NETPROFIT,pass,2015-07-31,2016-07-29,185,True,ok,True,1.325098391e+11,0.09,False
2016-08-31,600489,中金黄金,True,171484013.6,308638606.4,True,0.6190076764,0.0349716616,17.70026496,2.967513808,3.967513808,5,True,0.002245569388,0.017744519,0.01905284146,2016-06-30,2016-08-30,NETPROFIT,pass,2015-07-31,2016-07-29,237,True,ok,True,4.583110187e+10,0.04491138776,False
2016-08-31,002007,华兰生物,True,215234145,682224698.8,True,0.3815083594,0.02967329992,12.85695762,2.33658981,3.33658981,6,True,0.001544371954,0.01026299295,0.01101969445,2016-06-30,2016-08-18,NETPROFIT,pass,2015-07-31,2016-07-29,243,True,ok,True,3.151996493e+10,0.03088743908,False
2016-08-31,600867,通化东宝,True,153420859.8,542904239,True,0.3181240853,0.02832297252,11.23201617,2.124913267,3.124913267,7,True,0.001524277216,0.009486832467,0.01018630682,2016-06-30,2016-08-19,NETPROFIT,pass,2015-07-31,2016-07-29,233,True,ok,True,3.110984e+10,0.03048554433,False
2016-08-31,600660,福耀玻璃,True,875136268,2846879763,True,0.2381311228,0.02160785342,11.02058211,2.097370348,3.097370348,8,True,0.001616358776,0.009971263825,0.01070645583,2016-06-30,2016-08-29,NETPROFIT,pass,2015-07-31,2016-07-29,243,True,ok,True,3.298918489e+10,0.03232717552,False
2016-08-31,000568,泸州老窖,True,530911485.4,1636120145,True,0.3090249799,0.02822111005,10.95013553,2.088193471,3.088193471,9,True,0.002188898446,0.01346323475,0.01445589352,2016-06-30,2016-08-31,NETPROFIT,pass,2015-07-31,2016-07-29,225,True,ok,True,4.46744724e+10,0.04377796891,False
2016-08-31,300017,网宿科技,True,343861068.6,1092529886,True,0.3827137546,0.03559556811,10.75172486,2.062347072,3.062347072,10,True,0.00170260614,0.01038455547,0.01115021991,2016-06-30,2016-07-29,NETPROFIT,pass,2015-07-31,2016-07-29,243,True,ok,True,3.474945637e+10,0.03405212281,False
