reference_date,ticker,name,csi300_member,quarter_net_income,four_quarter_net_income,financial_eligible,momentum_return,volatility,RAM,z_score,momentum_score,rank,selected,csi300_weight,raw_weight,final_weight,fin_latest_period,fin_latest_available,fin_field,fin_reason,mom_start_date,mom_end_date,traded_days,momentum_eligible,mom_reason,eligible,fmc,weight_cap,buffer_retained
2025-02-28,605499,东鹏饮料,True,976800908.7,3091564357,True,0.9403964343,0.02096155656,44.86291042,3,4,1,True,0.002703355877,0.01357466246,0.01503915584,2024-09-30,2024-10-30,CONTINUED_NETPROFIT,pass,2024-01-26,2025-01-27,241,True,ok,True,1.15042476e+11,0.05406711754,False
2025-02-28,300442,润泽科技,True,548846123.9,2160475970,True,1.839461368,0.0440427111,41.76539822,2.999319378,3.999319378,2,True,0.0008075033056,0.004054116488,0.004491492134,2024-09-30,2024-10-30,CONTINUED_NETPROFIT,pass,2024-01-26,2025-01-27,241,True,ok,True,3.436365165e+10,0.01615006611,False
2025-02-28,002916,深南电路,True,500808215.9,1977495821,True,1.297939778,0.03347653552,38.77162789,2.739114076,3.739114076,3,True,0.001573414816,0.007385463866,0.008182239694,2024-09-30,2024-10-29,CONTINUED_NETPROFIT,pass,2024-01-26,2025-01-27,241,True,ok,True,6.695734652e+10,0.03146829632,False
2025-02-28,002938,鹏鼎控股,True,1189740680,3416370503,True,1.173376275,0.03068629816,38.23779162,2.692715384,3.692715384,4,True,0.002169217346,0.0100557561,0.01114061462,2024-09-30,2024-10-31,CONTINUED_NETPROFIT,pass,2024-01-26,2025-01-27,241,True,ok,True,9.231198028e+10,0.04338434691,False
2025-02-28,600000,浦发银行,True,8363000000,4.4524e+10,True,0.5500468752,0.01442812211,38.12324786,2.682759746,3.682759746,5,True,0.007014654591,0.03242989222,0.03592856945,2024-09-30,2024-10-31,CONTINUED_NETPROFIT,pass,2024-01-26,2025-01-27,241,True,ok,True,2.985116533e+11,0.09,False
2025-02-28,300433,蓝思科技,True,1527388081,3790706008,True,1.200507614,0.03428314292,35.01743165,2.412815912,3.412815912,6,True,0.003128033348,0.01340139674,0.01484719747,2024-09-30,2024-10-21,CONTINUED_NETPROFIT,pass,2024-01-26,2025-01-27,241,True,ok,True,1.33114809e+11,0.06256066696,False
2025-02-28,600660,福耀玻璃,True,1981184154,6984665273,True,0.5558746736,0.01755083647,31.672261,2.122068446,3.122068446,7,True,0.002648028863,0.0103784133,0.01149808148,2024-09-30,2024-10-18,CONTINUED_NETPROFIT,pass,2024-01-26,2025-01-27,241,True,ok,True,1.12688011e+11,0.05296057726,False
2025-02-28,300502,新易盛,True,780930777.1,1904870463,True,1.418546193,0.04487966037,31.60777468,2.11646358,3.11646358,8,True,0.0014222381,0.005564167455,0.006164453939,2024-09-30,2024-10-25,CONTINUED_NETPROFIT,pass,2024-01-26,2025-01-27,241,True,ok,True,6.052395613e+10,0.02844476201,False
2025-02-28,600183,生益科技,True,472898346.1,1711443357,True,0.9103139013,0.0291252285,31.25516771,2.085816539,3.085816539,9,True,0.001603165968,0.006210326233,0.006880323124,2024-09-30,2024-10-29,CONTINUED_NETPROFIT,pass,2024-01-26,2025-01-27,241,True,ok,True,6.822341964e+10,0.03206331937,False
2025-02-28,600066,宇通客车,True,772282803,3235386154,True,0.7952110901,0.02698292568,29.47089947,1.93073582,2.93073582,10,True,0.001370854352,0.005043520778,0.005587637644,2024-09-30,2024-10-29,CONTINUED_NETPROFIT,pass,2024-01-26,2025-01-27,241,True,ok,True,5.833729853e+10,0.02741708703,False
