reference_date,ticker,name,csi300_member,quarter_net_income,four_quarter_net_income,financial_eligible,momentum_return,volatility,RAM,z_score,momentum_score,rank,selected,csi300_weight,raw_weight,final_weight,fin_latest_period,fin_latest_available,fin_field,fin_reason,mom_start_date,mom_end_date,traded_days,momentum_eligible,mom_reason,eligible,fmc,weight_cap,buffer_retained
2023-08-31,601138,工业富联,True,4034423000,2.0361213e+10,True,1.221890547,0.03315655605,36.85215513,2.954442702,3.954442702,1,True,0.01157640856,0.05892211674,0.06397397851,2023-06-30,2023-08-09,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,4.344773228e+11,0.09,False
2023-08-31,688111,金山办公,True,330026088.5,1197496564,True,1.318677066,0.03929708675,33.55661132,2.687763822,3.687763822,2,True,0.004854483072,0.02304227193,0.02501786919,2023-06-30,2023-08-23,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,1.82194918e+11,0.09,False
2023-08-31,600028,中国石化,True,1.7612e+10,6.7146e+10,True,0.5073233125,0.01555919848,32.60600559,2.610839804,3.610839804,3,True,0.01538319645,0.0714947274,0.07762453909,2023-06-30,2023-08-28,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,5.773509092e+11,0.09,False
2023-08-31,300033,同花顺,True,337045093.9,1665406811,True,1.19665272,0.03986860687,30.01491182,2.401165764,3.401165764,4,True,0.001210810415,0.005300577077,0.005755037714,2023-06-30,2023-07-29,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,4.544325339e+10,0.02421620831,False
2023-08-31,601857,中国石油,True,4.6074e+10,1.66976e+11,True,0.5223427839,0.01874481256,27.86599131,2.227272851,3.227272851,5,True,0.03343601434,0.1388894936,0.09,2023-06-30,2023-08-31,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,1.254896103e+12,0.09,False
2023-08-31,600941,中国移动,True,4.8156e+10,1.31496e+11,True,0.6107273771,0.02294199406,26.62050105,2.126486466,3.126486466,6,True,0.002031011058,0.00817312325,0.00887387012,2023-06-30,2023-08-11,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,7.622642568e+10,0.04062022116,False
2023-08-31,601336,新华保险,True,3062000000,2.2292e+10,True,0.5662068966,0.02277773812,24.85790703,1.983855499,2.983855499,7,True,0.002250397917,0.008642836788,0.009383855936,2023-06-30,2023-08-30,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,8.446029327e+10,0.04500795835,False
2023-08-31,601328,交通银行,True,2.1615e+10,9.437e+10,True,0.2590890068,0.01105314313,23.44030143,1.86914136,2.86914136,8,True,0.005804287774,0.02143483228,0.02327261095,2023-06-30,2023-08-26,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,2.178422953e+11,0.09,False
2023-08-31,000977,浪潮信息,True,129708389,1425286719,True,0.8834237493,0.03805232721,23.2160242,1.850992609,2.850992609,9,True,0.00153250046,0.005623619291,0.006105776906,2023-06-30,2023-08-26,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,5.75166895e+10,0.03065000919,False
2023-08-31,000063,中兴通讯,True,2778463000,8637210000,True,0.6031941032,0.02636560406,22.87806879,1.823644901,2.823644901,10,True,0.003803697947,0.0138240504,0.01500929621,2023-06-30,2023-08-19,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,1.427576171e+11,0.07607395894,False
2023-08-31,601288,农业银行,True,6.1716e+10,2.63914e+11,True,0.2694039776,0.01196321466,22.51936333,1.794618078,2.794618078,11,True,0.02943105711,0.1058638131,0.09,2023-06-30,2023-08-30,NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,1.104584969e+12,0.09,False
2023-08-31,600845,宝信软件,True,685752274.9,2436200256,True,0.4337367793,0.01941422825,22.34118059,1.780199342,2.780199342,12,True,0.002215851076,0.00792931575,0.008609159063,2023-06-30,2023-08-19,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,8.316370641e+10,0.04431702151,False
2023-08-31,600039,四川路桥,True,2968412706,1.231827685e+10,True,0.367962954,0.01657871041,22.1949081,1.768362818,2.768362818,13,True,0.001576182976,0.005616281239,0.006097809704,2023-06-30,2023-08-31,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,242,True,ok,True,5.915614986e+10,0.03152365953,False
2023-08-31,601881,中国银河,True,2690611541,8380237204,True,0.5644728276,0.02561776093,22.03443264,1.755376975,2.755376975,14,True,0.002107828703,0.007475419105,0.008116346249,2023-06-30,2023-08-31,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,7.910948951e+10,0.04215657406,False
2023-08-31,601319,中国人保,True,1.0707e+10,3.7221e+10,True,0.3549321,0.01619507952,21.91604552,1.745796965,2.745796965,15,True,0.005523577938,0.01952127205,0.02119498599,2023-06-30,2023-08-30,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,2.073068984e+11,0.09,False
2023-08-31,601728,中国电信,True,1.220185697e+10,2.949701713e+10,True,0.5319904913,0.02539524588,20.94842845,1.667496371,2.667496371,16,True,0.003006582199,0.01032276703,0.01120781996,2023-06-30,2023-08-09,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,1.128408502e+11,0.06013164398,False
2023-08-31,601186,中国铁建,True,9594062000,3.2362094e+10,True,0.4605978261,0.02211969132,20.82297712,1.657344716,2.657344716,17,True,0.002697179144,0.009225223477,0.01001617527,2023-06-30,2023-08-31,CONTINUED_NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,1.012285604e+11,0.05394358288,False
2023-08-31,601988,中国银行,True,6.5963e+10,2.40858e+11,True,0.2771376086,0.01347924475,20.56032171,1.636090364,2.636090364,18,True,0.02105899074,0.07145243841,0.07757862433,2023-06-30,2023-08-31,NETPROFIT,pass,2022-07-29,2023-07-31,243,True,ok,True,7.903706807e+11,0.09,False
